"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Kobe Steel","Kobe Steel Limited","Kobe Steel",10,"Kobe Steel - Official Site",26,NA,"kobelco.co.jp/english/",33,1,2,0,0,5,735,0,0,0,0,36019,"FirmSize.LARGE_FIRM",0,1976,1213,13,1.12366034624897,1.30769230769231,3.48639736191261,5.30769230769231
"Koch Biological Solutions","Koch Biological Solutions","Koch Biological Solutions",25,"Koch Biological Solutions",25,NA,"kochbiologicalsolutions.com/",39,1,3,0,0,3,736,0,1,1,2,65,"FirmSize.EU_MEDIUM_FIRM",1,2016,3,2,1,1,3.66666666666667,5
"Kodak Alaris Inc.","Kodak Alaris","Kodak Alaris",12,"Home | Kodak Alaris",19,NA,"kodakalaris.com/",28,1,2,0,0,5,737,1,0,0,1,1683,"FirmSize.LARGE_FIRM",0,2013,115,1,1,1,2.87826086956522,3
"KOLO TECHNOLOGIES","KOLO TECHNOLOGIES","KOLO TECHNOLOGIES",17,"Kolo Medical",12,NA,"kolomedical.com/",27,1,1,0,0,5,709,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,1983,35,1,1,1,1.14285714285714,1
"KOLON INDUSTRIES","KOLON INDUSTRIES","KOLON INDUSTRIES",16,"KOLON INDUSTRIES, INC.",22,NA,"kolonindustries.com/eng/main.asp",43,1,2,0,0,2,710,1,1,0,2,703,"FirmSize.LARGE_FIRM",0,1979,208,8,1.02884615384615,1.14285714285714,3.48557692307692,4
"Korea Kumho Petrochemical Co.","Korea Kumho Petrochemical Co","Korea Kumho Petrochemical Co",28,"Korea Kumho Petrochemical Co., Ltd. - Home",42,NA,"kumhopetrochemical.lookchem.com/",39,1,4,1,0,2,738,1,0,0,1,1324,"FirmSize.LARGE_FIRM",0,1997,208,2,1.00961538461538,1,3.80769230769231,7
"KR Design House","KR Design House","KR Design House",15,"KR Design House, Inc. USA - Home",32,NA,"krdesignhouse.com/",29,1,3,0,0,5,711,0,1,0,1,29,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,1,1
"Kraton Polymers U.S. LLC","Kraton Polymers US","Kraton Polymers US",18,"Kraton - Official Site",22,NA,"kraton.com/",22,1,1,1,0,5,739,1,0,0,1,867,"FirmSize.LARGE_FIRM",0,2001,154,1,1.01298701298701,1,2.84415584415584,1
"Kronos International Inc","Kronos","Kronos",6,"Workforce Management and HCM Cloud Solutions | Kronos",53,NA,"kronos.com/",23,1,1,0,0,5,740,1,0,0,1,6823,"FirmSize.LARGE_FIRM",0,1980,50,2,1.02,1,2.24,2.5
"kSep Systems","kSep Systems","kSep Systems",12,"kSep systems - sartorius.com",28,1,"",112,1,2,0,0,0,1486,0,0,1,1,95,"FirmSize.EU_MEDIUM_FIRM",1,2016,1,1,1,1,5,5
"KT Corporation","KT","KT",14,"Kt Corporation - KT - Stock Price Today - Zacks",47,1,"corp.kt.com/eng/",40,2,2,1,1,0,712,0,1,0,1,6110,"FirmSize.LARGE_FIRM",0,1976,1677,1,1.34883720930233,1,2.55694692903995,1
"KUBIX INC.","KUBIX","KUBIX",5,"Kuebix - Official Site",22,NA,"kuebix.com/",23,1,0,0,0,5,713,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,1987,3,2,1,1,3,4
"Kulite Semiconductor Products","Kulite Semiconductor Products","Kulite Semiconductor Products",29,"Kulite - Official Site",22,NA,"kulite.com/",23,1,1,0,0,5,741,1,0,0,1,195,"FirmSize.EU_MEDIUM_FIRM",1,1976,329,1,1,1,2.20060790273556,2
"Kureha Corporation","Kureha","Kureha",6,"Top page | KUREHA CORPORATION",29,NA,"kureha.co.jp/en/",27,1,1,0,0,4,742,1,0,0,1,2327,"FirmSize.LARGE_FIRM",0,1981,238,1,1.03781512605042,1,3.30672268907563,4
"KYOCERA DOCUMENT SOLUTIONS INC.","KYOCERA DOCUMENT SOLUTIONS","KYOCERA DOCUMENT SOLUTIONS",26,"KYOCERA Document Solutions Inc. - Official Site",47,NA,"kyoceradocumentsolutions.com/",41,1,3,0,0,3,714,1,0,0,1,2300,"FirmSize.LARGE_FIRM",0,2012,2373,4,1.00126422250316,1,1.70459334176148,2.25
"L-3 Communications Cincinnati Electronics Corporation","L-3 Communications Cincinnati Electronics","L-3 Communications Cincinnati Electronics",41,"L3 Space & Sensors - Cincinnati",31,NA,"cinele.com/",23,1,3,0,0,4,743,1,0,0,1,202,"FirmSize.EU_MEDIUM_FIRM",1,2006,17,1,1,1,2.47058823529412,2
"Lake Lite","Lake Lite","Lake Lite",9,"LAKE LITE INC",13,NA,"lakelite.com/",25,1,2,0,0,5,754,0,1,0,1,573,"FirmSize.LARGE_FIRM",0,2014,3,2,1,1,1,1
"Lam Research Corporation","Lam Research","Lam Research",12,"Lam Research - Official Site",28,NA,"lamresearch.com/",28,1,2,0,0,5,755,1,0,0,1,9400,"FirmSize.LARGE_FIRM",0,1978,2283,21,1.00788436268068,1.04761904761905,3.06570302233903,3.61904761904762
"Landauer","Landauer","Landauer",8,"Landauer - Official Site",24,NA,"landauer.com/",25,1,1,0,0,5,756,1,0,0,1,560,"FirmSize.LARGE_FIRM",0,1995,50,1,1.02,1,3.12,3
"Laserline Mfg.","Laserline Mfg","Laserline Mfg",13,"LaserLine Mfg",13,NA,"laserlinemfg.com/",25,1,2,0,0,5,757,1,0,0,1,21,"FirmSize.SMALL_FIRM",1,1992,10,1,1,1,1.7,1
"LATITUDE PHARMACEUTICALS INC.","LATITUDE PHARMACEUTICALS","LATITUDE PHARMACEUTICALS",24,"LATITUDE Pharmaceuticals",24,NA,"latitudepharma.com/",26,1,2,0,0,5,744,1,0,0,1,23,"FirmSize.SMALL_FIRM",1,2016,2,1,1,1,1.5,1
"Lattice Semiconductor Corporation","Lattice Semiconductor","Lattice Semiconductor",21,"Home - Lattice Semiconductor",28,NA,"latticesemi.com/",27,1,2,0,0,5,758,1,0,0,1,1004,"FirmSize.LARGE_FIRM",0,1988,657,2,1.00304414003044,1,2.87823439878234,1
"LAVA ENERGY SYSTEMS","LAVA ENERGY SYSTEMS","LAVA ENERGY SYSTEMS",19,"Lava Energy Systems - Ogden , UT - Business Page",48,1,"",80,1,3,0,0,0,745,0,1,0,1,28,"FirmSize.SMALL_FIRM",1,2015,1,1,1,1,2,2
"Lawrence Livermore National Security","Lawrence Livermore National Security","Lawrence Livermore National Security",36,"Lawrence Livermore National Security, LLC | Homepage",52,NA,"llnsllc.com/",24,1,4,0,0,4,759,1,1,1,3,6069,"FirmSize.LARGE_FIRM",0,2007,737,19,1.09769335142469,1.11111111111111,3.32835820895522,3.66666666666667
"Leap Frogg","Leap Frogg","Leap Frogg",10,"Educational Games, Learning Toys and ... - leapfrog.com",55,NA,"leapfrog.com/en-us/home",35,1,1,0,0,5,760,0,1,1,2,3,"FirmSize.MICRO_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"Lehigh Technologies","Lehigh Technologies","Lehigh Technologies",19,"Lehigh Technologies - Official Site",35,NA,"lehightechnologies.com/",30,1,2,0,0,5,761,1,0,0,1,50,"FirmSize.EU_MEDIUM_FIRM",1,2006,14,1,1,1,3.14285714285714,4
"Lextar Electronics Corp.","Lextar Electronics Corp","Lextar Electronics Corp",23,"Lextar ",7,NA,"lextar.com/?sn=32&lang=en-US",39,1,1,0,0,4,762,1,0,0,1,216,"FirmSize.EU_MEDIUM_FIRM",1,2010,247,1,1.01214574898785,1,2.36437246963563,3
"LG Bionano","LG Bionano","LG Bionano",10,"LG BIONANO PTE. LTD. - Singapore Business Directory",51,1,"",54,1,2,0,0,1,746,1,0,0,1,0,"FirmSize.UNDEFINED",1,2016,2,2,1,1,1,1
"LG Display Co.","LG Display Co","LG Display Co",13,"LG Display",10,NA,"lgdisplay.com/eng/main",33,1,2,0,0,5,747,1,1,0,2,4584,"FirmSize.LARGE_FIRM",0,2008,5766,46,1.01023239680888,1.02222222222222,2.54908081859174,3.13333333333333
"LG Electronics Inc.","LG Electronics","LG Electronics",14,"LG Electronics - Official Site",30,NA,"lg.com/us",21,1,2,0,0,5,748,1,1,0,2,44484,"FirmSize.LARGE_FIRM",0,1983,24264,60,1.00984998351467,1.03389830508475,3.11024563138806,3.45762711864407
"LG NANOH2O","LG NANOH2O","LG NANOH2O",10,"Main | LG Water Solutions",25,NA,"lgwatersolutions.com/en/main",39,1,1,0,0,2,749,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2016,5,1,1.4,1,5.2,5
"LGS Innovations LLC","LGS Innovations","LGS Innovations",15,"LGS Innovations - Official Site",31,NA,"lgsinnovations.com/",31,1,2,0,0,5,750,1,0,0,1,1053,"FirmSize.LARGE_FIRM",0,2012,26,1,1.03846153846154,1,2.38461538461538,1
"Life Technologies Corporation","Life Technologies","Life Technologies",17,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,0,0,0,4,763,1,0,1,2,39750,"FirmSize.LARGE_FIRM",0,1984,894,21,1.03020134228188,1,3.56375838926175,5.42857142857143
"LifeNet Health","LifeNet Health","LifeNet Health",14,"LifeNet Health",14,NA,"lifenethealth.org/",30,1,2,0,0,5,764,1,0,0,1,15188,"FirmSize.LARGE_FIRM",0,2008,24,1,1,1,3.54166666666667,2
"Linne Industries LLC","Linne Industries","Linne Industries",16,"LINNE Industries, LLC | Energy and Ideas Aligned",48,NA,"linneindustries.com/",27,1,2,0,0,5,765,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,2,2
"Lintec Corporation","Lintec","Lintec",6,"LINTEC Corporation",18,NA,"lintec-global.com/",29,1,1,0,0,4,766,1,1,0,2,4794,"FirmSize.LARGE_FIRM",0,1976,564,6,1.10460992907801,1.16666666666667,2.84042553191489,2.83333333333333
"Lion Copolymer Geismar","Lion Copolymer Geismar","Lion Copolymer Geismar",22,"Lion Elastomers - Official Site",31,NA,"lionelastomers.com/",30,1,1,0,0,5,767,0,0,1,1,224,"FirmSize.EU_MEDIUM_FIRM",1,2014,22,2,1,1,3.59090909090909,3
"LIQUID X PRINTED METALS","LIQUID X PRINTED METALS","LIQUID X PRINTED METALS",23,"Functional Electronics Fabrication | Liquid X Printed ...",57,NA,"liquid-x.com/",24,1,3,0,0,5,751,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,3,3
"Liquidia Technologies","Liquidia Technologies","Liquidia Technologies",21,"Liquidia Technologies - Official Site",37,NA,"liquidia.com/",20,1,2,0,0,5,768,1,0,1,2,73,"FirmSize.EU_MEDIUM_FIRM",1,2011,14,2,1.07142857142857,1,3.42857142857143,2.5
"Litron Laboratories Limited","Litron Laboratories Limited","Litron Laboratories Limited",27,"Litron Laboratories - Home",26,NA,"litronlabs.com/",23,1,2,0,0,5,769,0,0,1,1,17,"FirmSize.SMALL_FIRM",1,1993,20,1,1,1,2.15,3
"Little Kids","Little Kids","Little Kids",11,"Home | Little Kids Inc.",23,NA,"littlekidsinc.com/",29,1,2,0,0,5,770,1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,1989,14,1,1,1,1.57142857142857,1
"Livetv","Livetv","Livetv",6,"Live Sport Streams, Football, Soccer, Ice Hockey, Tennis ...",60,NA,"",21,1,0,0,0,5,771,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2007,33,1,1,1,2.78787878787879,3
"Lockheed Martin Corporation","Lockheed Martin","Lockheed Martin",15,"Lockheed Martin Corporation | Lockheed Martin",45,NA,"lockheedmartin.com/en-us/index.html",47,1,2,0,0,2,772,1,1,0,2,1e+05,"FirmSize.LARGE_FIRM",0,1996,4355,20,1.0105625717566,1.10526315789474,2.32721010332951,2.89473684210526
"Locus Energy","Locus Energy","Locus Energy",12,"Locus Energy",12,NA,"locusenergy.com/",28,1,2,0,0,5,773,0,1,0,1,53,"FirmSize.EU_MEDIUM_FIRM",1,2012,9,1,1,1,2.66666666666667,3
"Lof Solar Corporation","Lof Solar","Lof Solar",9,"Lof Solar - Color Solar Cell",28,NA,"lofsolar.com/",24,1,2,0,0,5,774,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2012,2,1,1,1,2,1
"Longhorn Vaccines and Diagnostics","Longhorn Vaccines and Diagnostics","Longhorn Vaccines and Diagnostics",33,"Longhorn Vaccines and Diagnostics | News",40,NA,"lhnvd.com/news#!",28,2,4,0,0,1,775,0,0,1,1,7,"FirmSize.MICRO_FIRM",1,2011,17,1,1,1,2,2
"LORDO AMERICA","LORDO AMERICA","LORDO AMERICA",13,"Lordo America Receives 2014 AHR Expo Innovation Award ...",57,NA,"",56,1,2,0,0,1,752,1,0,0,1,3371,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,2,2
"Los Alamos National Security","Los Alamos National Security","Los Alamos National Security",28,"Los Alamos National Security",28,NA,"lansllc.com/",23,1,4,0,0,5,776,1,1,0,2,8066,"FirmSize.LARGE_FIRM",0,2006,491,6,1.17718940936864,1.33333333333333,3.40529531568228,3.33333333333333
"Lovelace Respiratory Research Institute","Lovelace Respiratory Research Institute","Lovelace Respiratory Research Institute",39,"Lovelace Respiratory Research Institute - LRRI",46,NA,"lrri.org/",17,1,4,1,0,5,777,0,0,1,1,240,"FirmSize.EU_MEDIUM_FIRM",1,1999,5,1,1.2,1,1.8,1
"LUCERA LABS","LUCERA LABS","LUCERA LABS",11,"Wak by Lucera Labs",18,NA,"luceralabs.com/",27,1,2,0,0,5,753,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,2,2
"Lumenco","Lumenco","Lumenco",7,"Light Fixtures | Recessed Lighting | Lumenco.ca",47,NA,"en.lumenco.ca/",22,1,1,0,0,5,778,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,2015,8,1,1,1,1.875,1
"Lumentum Operations LLC","Lumentum Operations","Lumentum Operations",19,"Lumentum Operations LLC",23,NA,"lumentum.com/en",27,1,2,0,0,5,779,1,1,0,2,2494,"FirmSize.LARGE_FIRM",0,2015,58,5,1.01724137931034,1.25,2.75862068965517,4
"Luna Innovations Incorporated","Luna Innovations","Luna Innovations",16,"Luna Innovations - Official Site",32,NA,"lunainc.com/",19,1,2,0,0,5,780,1,0,0,1,318,"FirmSize.US_MEDIUM_FIRM",1,2000,64,1,1.015625,1,2.96875,6
"Lux Bio Group","Lux Bio Group","Lux Bio Group",13,"Lux Bio Group",13,NA,"luxbiogroup.com/",23,1,3,0,0,5,781,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2015,3,1,1,1,1,1
"Lyotropic Therapeutics","Lyotropic Therapeutics","Lyotropic Therapeutics",22,"Lyotropic Therapeutics Inc. - Company Profile - BioCentury ...",62,1,"",56,1,1,0,0,2,782,0,0,1,1,4,"FirmSize.MICRO_FIRM",1,2003,20,1,1,1,1.8,1
"Ma-West","Ma-West","Ma-West",7,"Mae West - IMDb",15,1,"",36,2,2,0,0,0,796,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,1981,16,1,1,1,2.0625,2
"Macronix International Co.","Macronix Co","Macronix Co",11,"Macronix - Nonvolatile Memory Solutions",39,NA,"macronix.com/en-us/Pages/default.aspx",48,1,1,0,0,1,797,1,0,0,1,4270,"FirmSize.LARGE_FIRM",0,1992,2762,26,1.02570601013758,1,2.60391020999276,2.15384615384615
"Magna International Inc.","Magna","Magna",5,"Magna",5,NA,"magna.com/",22,1,1,0,0,4,798,1,1,0,2,168000,"FirmSize.LARGE_FIRM",0,1978,325,2,1.01230769230769,1,2.6,3
"Magnachip Semiconductor","Magnachip Semiconductor","Magnachip Semiconductor",23,"Magnachip - Official Site",25,NA,"magnachip.com/",25,1,1,0,0,5,799,1,0,0,1,2520,"FirmSize.LARGE_FIRM",0,2005,314,2,1,1,2.14968152866242,1.5
"Magnolia Optical Technologies","Magnolia Optical Technologies","Magnolia Optical Technologies",29,"Magnolia Optical Technologies",29,NA,"magnoliaoptical.com/",27,1,3,0,0,4,800,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2013,7,1,1,1,2.28571428571429,4
"Magnolia Solar","Magnolia Solar","Magnolia Solar",14,"Magnolia Solar - Home Page",26,NA,"magnoliasolar.com/",25,1,2,0,0,5,801,1,1,0,2,2,"FirmSize.MICRO_FIRM",1,2014,16,6,1,1.5,2.5,3
"Magnolia Solar","Magnolia Solar","Magnolia Solar",14,"Magnolia Solar - Home Page",26,NA,"magnoliasolar.com/",25,1,2,0,0,5,801,1,1,0,2,2,"FirmSize.MICRO_FIRM",1,2014,16,6,1,1.5,2.5,3
"MAHLE International GmbH","MAHLE","MAHLE",5,"MAHLE Group | Home",18,NA,"mahle.com/",22,1,1,0,0,5,783,1,0,0,1,78277,"FirmSize.LARGE_FIRM",0,1976,684,1,1.08187134502924,2,2.60087719298246,2
"Mainstream Engineering Corp.","Mainstream Engineering Corp","Mainstream Engineering Corp",27,"Mainstream Engineering Corporation - Official Site",50,NA,"mainstream-engr.com/",32,1,3,0,0,4,802,1,0,0,1,86,"FirmSize.EU_MEDIUM_FIRM",1,1989,85,1,1.01176470588235,1,2.77647058823529,3
"Mallinckrodt","Mallinckrodt","Mallinckrodt",12,"Search for Jobs - mallinckrodt.wd5.myworkdayjobs.com",52,1,"",69,2,1,0,0,0,803,1,0,0,1,0,"FirmSize.UNDEFINED",1,1976,702,1,1.00854700854701,1,2.63105413105413,2
"Manta Instruments","Manta Instruments","Manta Instruments",17,"MANTA Instruments | Viewsizer 3000 | Nanoparticle ...",53,NA,"mantainc.com/",24,1,2,0,0,5,804,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2017,1,1,1,1,2,2
"MANUFACTURING RESOURCES INTERNATIONAL","MANUFACTURING RESOURCES","MANUFACTURING RESOURCES",23,"The Leading Manufacturing Staffing Workforce Firm in the ...",60,NA,"resourcemfg.com/",28,1,1,0,0,5,784,1,0,0,1,8584,"FirmSize.LARGE_FIRM",0,2009,91,1,1,1,1.95604395604396,4
"Marathon Equipment Company","Marathon Equipment Company","Marathon Equipment Company",26,"Marathon Equipment - Official Site",34,NA,"marathonequipment.com/",34,1,2,0,0,5,805,0,1,0,1,44,"FirmSize.SMALL_FIRM",1,1980,25,1,1,1,1.84,2
"Marine Biotech Inc.","Marine Biotech","Marine Biotech",14,"Home | Marinebiotech",20,NA,"marinebiotech.eu/",28,1,2,0,0,5,806,0,0,1,1,36,"FirmSize.SMALL_FIRM",1,2002,1,NA,1,NA,1,NA
"Marine Polymer Technologies","Marine Polymer Technologies","Marine Polymer Technologies",27,"Innovative Medical Solutions | Marine Polymer Technologies ...",62,NA,"marinepolymer.com/",25,1,3,0,0,5,807,1,0,0,1,35,"FirmSize.SMALL_FIRM",1,1997,32,1,1.03125,1,2.875,2
"Markel Corporation","Markel","Markel",6,"Markel Corp - Official Site",27,NA,"markelcorp.com/",27,1,1,0,0,4,808,1,0,0,1,15600,"FirmSize.LARGE_FIRM",0,1976,329,2,1.01215805471125,1,2.24924012158055,5
"Masimo Semiconductor","Masimo Semiconductor","Masimo Semiconductor",20,"Masimo Semiconductor for advanced compound semiconductor ...",60,NA,"masimosemiconductor.com/masimo-semiconductor/",52,1,2,0,0,1,809,0,1,0,1,3500,"FirmSize.LARGE_FIRM",0,2013,3,1,1,1,3.66666666666667,5
"Materia","Materia","Materia",7,"Materia Inc - Official Site",27,NA,"materia-inc.com/",27,1,1,1,0,5,810,0,0,1,1,120,"FirmSize.EU_MEDIUM_FIRM",1,1977,33,1,1.21212121212121,1,3.42424242424242,4
"MATERIALS ANALYSIS TECHNOLOGY (US) CORP.","MATERIALS ANALYSIS TECHNOLOGY (US) CORP","MATERIALS ANALYSIS TECHNOLOGY (US) CORP",39,"Materials Analysis Technology Inc. - - ",39,NA,"ma-tek.com/about_us.php?act=rd",41,1,3,0,0,1,785,1,0,0,1,30,"FirmSize.SMALL_FIRM",1,2015,3,2,1.66666666666667,1.5,5.33333333333333,4.5
"Matrix Genetics","Matrix Genetics","Matrix Genetics",15,"Lumen Bioscience, Inc.",22,NA,"lumenbioscience.com/",32,1,0,0,0,5,811,0,0,1,1,2,"FirmSize.MICRO_FIRM",1,2013,6,1,1,1,6.66666666666667,6
"Matrix Odyssey","Matrix Odyssey","Matrix Odyssey",14,"Matrix Odyssey by Vintersorg on Amazon Music - Amazon.com",57,1,"",51,2,2,0,0,0,812,0,0,1,1,962,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,2,2
"Mattson Technology","Mattson Technology","Mattson Technology",18,"Mattson Technology - Official Site",34,NA,"mattson.com/",24,1,2,0,0,5,813,1,0,0,1,106000,"FirmSize.LARGE_FIRM",0,1996,154,1,1.02597402597403,1,3.45454545454545,3
"Maxim Integrated Products","Maxim Integrated Products","Maxim Integrated Products",25,"Maxim Integrated - Analog, linear, & mixed-signal devices",57,NA,"maximintegrated.com/en.html",39,1,2,0,0,3,814,1,0,0,1,7149,"FirmSize.LARGE_FIRM",0,1987,960,3,1.01145833333333,1,2.31354166666667,2
"MAXLINEAR","MAXLINEAR","MAXLINEAR",9,"MaxLinear - Official Site",25,NA,"maxlinear.com/",25,1,1,0,0,5,786,1,0,0,1,753,"FirmSize.LARGE_FIRM",0,2008,290,2,1,1,2.61379310344828,1.5
"Maxout Renewables","Maxout Renewables","Maxout Renewables",17,"MaxOut Renewables",17,NA,"maxoutrenewables.com/",32,1,2,0,0,5,815,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2014,6,2,1,1,1,1
"MBC Ventures","MBC Ventures","MBC Ventures",12,"About MBC Ventures - mbc.net - English",38,NA,"mbc.net/en/corporate/ventures/about",46,1,2,0,0,1,787,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,2001,11,2,1,1,1.45454545454545,1.5
"McAlister Technologies","McAlister Technologies","McAlister Technologies",22,"McAllister Technical Services  UHV Equipment",44,NA,"mcallister.com/",23,1,0,0,0,5,816,1,1,0,2,45,"FirmSize.SMALL_FIRM",1,2011,144,8,1.00694444444444,1,1.05555555555556,1
"McElroy Manufacturing","McElroy Manufacturing","McElroy Manufacturing",21,"McElroy - Official Site",23,NA,"mcelroy.com/",23,1,1,0,0,5,817,1,0,0,1,280,"FirmSize.US_MEDIUM_FIRM",1,1984,18,1,1,1,3,1
"MCI","MCI","MCI",3,"MCI",3,NA,"mci.com/mcihome.jsp",30,1,1,0,0,2,788,0,0,1,1,0,"FirmSize.UNDEFINED",1,1976,524,2,1.02671755725191,1,2.49618320610687,1
"Medgenics Medical Israel Ltd.","Medgenics Medical Israel","Medgenics Medical Israel",24,"MEDGENICS.COM",13,NA,"medgenics.com/",25,2,1,0,0,4,818,0,0,1,1,2001,"FirmSize.LARGE_FIRM",0,2013,14,1,1,1,6.07142857142857,6
"Mediatek Inc.","Mediatek","Mediatek",8,"MediaTek - Official Site",24,NA,"mediatek.com/",25,1,1,0,0,5,819,1,0,0,1,40749,"FirmSize.LARGE_FIRM",0,1999,2439,2,1.01394013940139,1,2.4510045100451,5.5
"Medical Diagnostic Laboratories","Medical Diagnostic Laboratories","Medical Diagnostic Laboratories",31,"Home | Medical Diagnostic Laboratories, L.L.C.",46,NA,"mdlab.com/",21,1,3,0,0,5,820,0,0,1,1,358,"FirmSize.US_MEDIUM_FIRM",1,2010,61,1,1,1,3.57377049180328,3
"Medicis Pharmaceutical Corporation","Medicis Pharmaceutical","Medicis Pharmaceutical",22,"medicis.com - Patients",22,NA,"medicis.com/",23,1,1,0,0,5,821,0,0,1,1,646,"FirmSize.LARGE_FIRM",0,1994,61,1,1,1,3.39344262295082,2
"MEDport","MEDport","MEDport",7,"Medport | Specializes in medical liens, healthcare ...",54,NA,"medport.com/",20,1,1,0,0,5,789,0,1,0,1,7,"FirmSize.MICRO_FIRM",1,1978,32,1,1,1,1.71875,2
"Medtronic Vascular","Medtronic Vascular","Medtronic Vascular",18,"Cardiovascular Products - Healthcare Professionals | Medtronic",62,1,"",84,1,2,0,0,0,822,1,0,0,1,0,"FirmSize.UNDEFINED",1,2004,548,1,1.00182481751825,1,2.7007299270073,1
"Merck Patent GmbH","Merck Patent","Merck Patent",12,"Merck.com | Products | Product Patents",38,NA,"merck.com/product/patent/home.html",46,1,2,0,0,1,823,1,1,1,3,13987,"FirmSize.LARGE_FIRM",0,1982,1697,12,1.02710665880966,1.4,4.14790807307012,4.6
"MERCK SHARP & DOHME CORP.","MERCK SHARP & DOHME CORP","MERCK SHARP & DOHME CORP",24,"Merck.com | Homepage",20,NA,"merck.com/index.html",31,1,1,0,0,5,790,0,0,1,1,13987,"FirmSize.LARGE_FIRM",0,1979,1247,2,1.10585404971933,1,6.48997594226143,2
"Meso Scale Technologies","Meso Scale Technologies","Meso Scale Technologies",23,"Meso Scale Discovery",20,NA,"mesoscale.com/",26,1,2,0,0,5,824,1,0,0,1,534,"FirmSize.LARGE_FIRM",0,1998,69,1,1,1,6.28985507246377,9
"Met Tech Inc.","Met Tech","Met Tech",8,"MET TECH INC  MetTech",21,NA,"mettech.us/",22,1,2,0,0,5,825,1,0,0,1,46,"FirmSize.SMALL_FIRM",1,2009,6,1,1,1,3.83333333333333,3
"Metabolix","Metabolix","Metabolix",9,"Yield10 Bioscience - Official Site",34,NA,"yield10bio.com/",27,1,0,0,0,5,826,1,0,0,1,66,"FirmSize.EU_MEDIUM_FIRM",1,1997,149,3,1.08053691275168,1,3.36241610738255,2.33333333333333
"Meyer Tool","Meyer Tool","Meyer Tool",10,"Meyer Tool - Serving Aerospace and Power Generation ...",55,NA,"meyertool.com/",26,1,2,0,0,5,827,1,0,0,1,475,"FirmSize.US_MEDIUM_FIRM",1,1998,9,1,1,1,1.44444444444444,1
"Michelin Recherche et Technique S.A.","Michelin Recherche et Technique SA","Michelin Recherche et Technique SA",34,"Michelin Group: news from the tire and mobility leader ...",58,1,"michelin.com/eng",28,1,1,0,0,2,828,1,0,0,1,30626,"FirmSize.LARGE_FIRM",0,1982,1948,2,1.45893223819302,2,2.16786447638604,2.5
"Michigan Biotechnology Institute","Michigan Biotechnology Institute","Michigan Biotechnology Institute",32,"Home - MBI",10,NA,"mbi.org/",19,1,0,0,0,5,829,0,1,0,1,51,"FirmSize.EU_MEDIUM_FIRM",1,1986,44,1,1.06818181818182,2,2.63636363636364,4
"Micro Cooling Concepts","Micro Cooling Concepts","Micro Cooling Concepts",22,"Micro Cooling Concepts",22,NA,"microcoolingconcepts.com/",32,1,3,0,0,5,830,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,4,4
"Microchip Technology Incorporated","Microchip Technology","Microchip Technology",20,"Microchip Technology - Official Site",36,NA,"microchip.com/",26,1,2,0,0,5,833,1,0,0,1,14234,"FirmSize.LARGE_FIRM",0,1989,658,5,1.01367781155015,1,2.38905775075988,2.6
"Microchips Biotech","Microchips Biotech","Microchips Biotech",18,"Microchips Biotech",18,NA,"microchipsbiotech.com/",33,1,2,0,0,5,834,1,0,0,1,23,"FirmSize.SMALL_FIRM",1,2016,2,1,1,1,1,1
"MicroContinuum","MicroContinuum","MicroContinuum",14,"MicroContinuum, Inc.",20,NA,"microcontinuum.com/",26,1,1,0,0,5,831,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2008,14,1,1,1,1.21428571428571,1
"MicroLink Devices","MicroLink Devices","MicroLink Devices",17,"MicroLink Devices, Inc. - Home",30,NA,"mldevices.com/",21,1,2,0,0,5,832,0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,2003,16,2,1,1,3.1875,6
