firm,firm_length,url,name_clnd,name_length,hit_url,hit_url_length,rank,matches,public,acquired_merged,outcome
"oceanit laboratories, inc.",20,https://www.oceanit.com/,"Oceanit Laboratories, Inc. in Honolulu, HI - (808) 531 ...",58,http://www.buzzfile.com/business/Oceanit-808-531-3017,53,4,2,0,1,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,Oceanit Laboratories Inc: Company Profile - Bloomberg,53,https://www.bloomberg.com/profiles/companies/0003677D:US-oceanit-laboratories-inc,81,5,2,0,1,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,"Oceanit Laboratories, Inc. - SBIR Source",40,https://sbirsource.com/sbir/firms/86-oceanit-laboratories-inc,61,6,2,0,1,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,Oceanit Laboratories | Honolulu | Read Reviews + Get a Bid ...,62,https://www.buildzoom.com/contractor/oceanit-laboratories-inc,61,7,2,0,1,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,Oceanit - Join Us,17,https://careers.oceanit.com/Opportunity.aspx,44,8,1,0,1,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,EPA Backs Oceanit Laboratories Underwater Coating Research ...,62,https://subseaworldnews.com/2017/09/20/epa-backs-oceanit-laboratories-underwater-coating-research/,98,9,2,0,1,0
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,Triple Ring Tech - Official Site,32,http://www.tripleringtech.com/,30,1,2,0,0,1
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,Working at Triple Ring Technolgies | Glassdoor,46,"https://www.glassdoor.com/Overview/Working-at-Triple-Ring-Technolgies-EI_IE359092.11,34.htm",91,2,2,0,0,0
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,"Triple Ring Technologies, Inc.: Private Company ...",51,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60367138,81,4,3,0,0,0
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,Working at Triple Ring Technologies: Employee Reviews ...,57,https://www.indeed.com/cmp/Triple-Ring-Technologies/reviews,59,5,3,0,0,0
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,Triple Ring Technologies Inc: Company Profile - Bloomberg,57,https://www.bloomberg.com/profiles/companies/0453189D:US-triple-ring-technologies-inc,85,7,3,0,0,0
"triple ring technologies, inc.",24,http://www.tripleringtech.com/,"Triple Ring Technologies Revenue, Company Growth ...",52,https://incfact.com/company/tripleringtechnologies-newark-ca/,61,9,3,1,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,Voxtel Inc. - Official Site,27,http://voxtel-inc.com/,22,1,1,0,0,1
"voxtel, inc.",6,http://voxtel-inc.com/,VoxTel | Interactive phone technologies and phone billing,57,http://www.voxtel.com/en/,25,2,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,"Voxtel - Cctv Systems, Structured Cabling, Cctv Cameras",55,https://www.voxtelme.com/,25,3,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,About VoxTel,12,http://www.voxtel.com/en/about-voxtel.php,41,4,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,Working at Voxtel | Glassdoor,29,"https://www.glassdoor.com/Overview/Working-at-Voxtel-EI_IE278726.11,17.htm",74,5,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,AEG VOXTEL D81 QUICK START MANUAL Pdf Download.,47,https://www.manualslib.com/manual/1020231/Aeg-Voxtel-D81.html,61,7,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,Home - Business VoIP | Voxtell,30,http://voxtell.com/,19,8,1,0,0,0
"voxtel, inc.",6,http://voxtel-inc.com/,Voxtel Inc: Company Profile - Bloomberg,39,https://www.bloomberg.com/profiles/companies/0064764D:US-voxtel-inc,67,9,1,0,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm - Official Site,24,https://www.fluidigm.com/,25,1,1,0,0,1
fluidigm corporation,8,https://www.fluidigm.com/,Press Releases | Fluidigm Corporation,37,http://investors.fluidigm.com/press-releases,44,4,1,1,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation - FLDM - Stock Price Today - Zacks,55,https://www.zacks.com/stock/quote/FLDM,38,5,1,2,0,0
fluidigm corporation,8,https://www.fluidigm.com/,FLDM : Summary for Fluidigm Corporation - Yahoo Finance,55,https://finance.yahoo.com/quote/FLDM,36,7,1,3,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation Competitors - NASDAQ.com,45,https://www.nasdaq.com/symbol/fldm/competitors,46,8,1,4,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation Company Profile | Key Contacts ...,55,http://www.hoovers.com/company-information/cs/company-profile.fluidigm_corporation.a4325b168bdec1e0.html,104,10,1,4,0,0
"system biosciences, llc",18,https://www.systembio.com/,System Biosciences - Official Site,34,https://www.systembio.com/,26,1,2,0,0,1
"system biosciences, llc",18,https://www.systembio.com/,System1 Biosciences - California Life Sciences Association,58,https://califesciences.org/system1-biosciences/,47,3,2,0,0,0
"system biosciences, llc",18,https://www.systembio.com/,System Biosciences Reviews | Glassdoor,38,https://www.glassdoor.com/Reviews/System-Biosciences-Reviews-E275920.htm,72,5,2,0,0,0
"system biosciences, llc",18,https://www.systembio.com/,System Biosciences - Science Exchange,37,https://www.scienceexchange.com/labs/system-biosciences,55,6,2,0,0,0
"system biosciences, llc",18,https://www.systembio.com/,Working at System Biosciences | Glassdoor,41,"https://www.glassdoor.com/Overview/Working-at-System-Biosciences-EI_IE275920.11,29.htm",86,7,2,0,0,0
"system biosciences, llc",18,https://www.systembio.com/,BD Biosciences-US,17,http://www.bdbiosciences.com/us/home,36,8,1,0,0,0
"system biosciences, llc",18,https://www.systembio.com/,System Biosciences Announces New Non-Exclusive License of ...,61,http://www.prweb.com/releases/2018/03/prweb15364227.htm,55,9,2,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,Ag-Energy  Harvesting Residue Yield Returns,43,https://ag.energy/,18,1,2,0,0,1
"ag energy solutions, inc.",19,https://ag.energy/,Koch Ag & Energy Solutions,26,http://www.kochagenergy.com/,28,2,3,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,"Ag Energy Solutions, Inc.: Private Company Information ...",58,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=242026860,82,3,3,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,Koch Ag & Energy Solutions - Koch Industries,44,https://www.kochind.com/kaes/,29,5,3,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,Koch Ag & Energy Solutions Companies,36,http://www.kochagenergy.com/companies/,38,6,3,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,"Koch Ag & Energy Solutions Jobs, Employment | Indeed.com",56,https://www.indeed.com/q-Koch-Ag-&-Energy-Solutions-jobs.html,61,7,3,0,0,0
"ag energy solutions, inc.",19,https://ag.energy/,Koch Ag & Energy Solutions LLC: Company Profile - Bloomberg,59,https://www.bloomberg.com/profiles/companies/1006887D:US-koch-ag-&-energy-solutions-llc,87,8,3,0,0,0
"altarock energy, inc.",15,http://altarockenergy.com/,AltaRock Home - AltaRock,24,http://altarockenergy.com/,26,1,1,0,0,1
"altarock energy, inc.",15,http://altarockenergy.com/,"AltaRock Energy, Inc.: Private Company Information - Bloomberg",62,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36314763,81,3,2,0,0,0
"altarock energy, inc.",15,http://altarockenergy.com/,AltaRock Energy | PrivCo | Private Company Financial ...,56,http://www.privco.com/private-company/altarock-energy-inc,57,4,2,0,0,0
"altarock energy, inc.",15,http://altarockenergy.com/,AltaRock Energy Inc: Company Profile - Bloomberg,48,https://www.bloomberg.com/profiles/companies/8370089Z:US-altarock-energy-inc,76,6,2,0,0,0
"altarock energy, inc.",15,http://altarockenergy.com/,AltaRock Energy | Crunchbase,28,https://www.crunchbase.com/organization/altarock-energy,55,8,2,0,0,0
bitrode corporation,7,https://www.bitrode.com/,Bitrode - Official Site,23,https://www.bitrode.com/,24,1,1,0,0,1
bitrode corporation,7,https://www.bitrode.com/,Bitrode Corp: Company Profile - Bloomberg,41,https://www.bloomberg.com/profiles/companies/0323938Z:US-bitrode-corp,69,5,1,0,0,0
bitrode corporation,7,https://www.bitrode.com/,Bitrode Corporation Employee Reviews - Indeed.com,49,https://www.indeed.com/cmp/Bitrode-Corporation/reviews,54,6,1,0,0,0
bitrode corporation,7,https://www.bitrode.com/,Bitrode  Sovema,15,https://www.sovemagroup.com/productlines-bitrode/,49,7,1,0,0,0
bitrode corporation,7,https://www.bitrode.com/,"Bitrode Corp's Reviews, Salaries, Interviews & Resumes ...",58,https://company.livecareer.com/company/bitrode-corp,51,8,1,0,0,0
bitrode corporation,7,https://www.bitrode.com/,"Bitrode Corporation 9787 Green Park Industrial Dr, Saint ...",60,https://www.yellowpages.com/saint-louis-mo/mip/bitrode-corporation-465424531,76,9,1,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources, Inc.: Private ...",61,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=52209147,81,2,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources, Incorporated ...",60,https://www.militaryindustrialcomplex.com/contract_detail.asp?contract_id=6242,78,4,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"1M7W1 CALIFORNIA INDUSTRIAL FACILITIES (RESOURCES, INC ...",58,https://www.cagecode.info/1M7W1,31,6,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources, Inc. Company ...",60,http://www.hoovers.com/company-information/cs/company-profile.california_industrial_facilities_resources_inc.1be89a3b703423d6.html,130,7,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources, Inc. in Monroe ...",62,http://www.buzzfile.com/business/Camss-Shelters-360-863-9333,60,8,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources Inc, Monroe, WA ...",62,http://www.spoke.com/companies/california-industrial-facilities-resources-inc-3e122f809e597c10033469d6,102,9,4,0,0,0
"california industrial facilities resources, inc.",42,https://camss.com/,"California Industrial Facilities Resources, Inc.: CEO and ...",61,https://www.bloomberg.com/research/stocks/private/people.asp?privcapId=52209147,79,10,4,0,0,0
"chromalox, inc.",9,http://www.chromalox.com/,"Chromalox, Inc. - Official Site",31,http://www.chromalox.com/,25,1,1,0,0,1
"chromalox, inc.",9,http://www.chromalox.com/,Chromalox - electricheaterwarehouse.com,39,https://www.electricheaterwarehouse.com/Chromalox_bymfg_8-0-1.html,66,2,1,0,0,0
"chromalox, inc.",9,http://www.chromalox.com/,Chromalox Parts Distributor | Heritage Parts,44,https://www.heritageparts.com/Manufacturers/chromalox,53,6,1,0,0,0
"chromalox, inc.",9,http://www.chromalox.com/,chromalox | eBay,16,https://www.ebay.com/sch/i.html?_nkw=chromalox,46,7,1,0,0,0
"chromalox, inc.",9,http://www.chromalox.com/,Amazon.com: Chromalox,21,https://www.amazon.com/Chromalox/s?page=1&rh=i%3Aaps%2Ck%3AChromalox,68,8,1,0,0,0
"chromalox, inc.",9,http://www.chromalox.com/,"Chromalox Electric Heating Products, Controls and Systems",57,https://heatersplus.com/chromalo.html,37,9,1,1,0,0
community power corporation,15,http://www.gocpc.com/,Community Power Corporation,27,http://www.gocpc.com/,21,1,2,0,0,1
community power corporation,15,http://www.gocpc.com/,Community Power Corporation: Private Company Information ...,60,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=39202803,81,2,2,0,0,0
community power corporation,15,http://www.gocpc.com/,Community Power Corporation Industrial Build to Suit - The ...,62,https://www.opus-group.com/Work/Community-Power-Corporation,59,3,2,0,0,0
community power corporation,15,http://www.gocpc.com/,Community Power Corporation: CEO and ... - Bloomberg.com,56,https://www.bloomberg.com/research/stocks/private/people.asp?privcapId=39202803,79,7,2,0,0,0
community power corporation,15,http://www.gocpc.com/,Community Power Corporation Employee Reviews - Indeed,53,https://www.indeed.com/cmp/Community-Power-Corporation/reviews,62,8,2,0,0,0
community power corporation,15,http://www.gocpc.com/,Community Power Corporation | Company Week,42,https://companyweek.com/company-profile/community-power-corporation,67,9,2,1,1,0
"delta electronics, inc.",17,http://www.deltaww.com/,Welcome to Delta Group,22,http://www.deltaww.com/,23,1,1,0,0,1
"delta electronics, inc.",17,http://www.deltaww.com/,"Delta Electronics  Delta Electronics Co. of LA, Inc.",52,https://delta-electronics.com/,30,2,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,Delta Electronics - Official Site,33,https://deltarf.com/,20,3,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,Amazon.com: Delta Electronics: Electronics,42,https://www.amazon.com/Delta-Electronics/s?page=1&rh=n%3A172282%2Ck%3ADelta%20Electronics,89,4,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,"Delta Electronics, Inc. Homepage",32,http://deltaelectronics.com/,28,5,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,Delta Electronics Distributor | DigiKey Electronics,51,https://www.digikey.com/en/supplier-centers/d/delta-product-groups,66,7,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,Delta Electronics: Computers/Tablets & Networking | eBay,56,https://www.ebay.com/bhp/delta-electronics,42,8,2,0,0,0
"delta electronics, inc.",17,http://www.deltaww.com/,Delta Electronics Distributor | Authorized Partner | Arrow.com,62,https://www.arrow.com/en/manufacturers/delta-electronics,56,9,2,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,Echogen Power Systems - Waste Heat Recovery Power Generation,60,https://www.echogen.com/,24,1,3,0,0,1
"echogen power systems, llc",21,https://www.echogen.com/,"EchoGen Power Systems, Inc.",27,http://www.ct-si.org/services/cleanTest/2010/EchoGen_Power_Systems.html,71,3,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,Echogen Power Systems | PrivCo - PrivCo | Private Company ...,61,http://www.privco.com/private-company/echogen-power-systems-inc,63,4,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,Echogen Power Systems' Waste Heat Recovery System ...,53,https://finance.yahoo.com/news/echogen-power-systems-waste-heat-183000721.html,78,5,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,Working at Echogen Power Systems | Glassdoor,44,"https://www.glassdoor.com/Overview/Working-at-Echogen-Power-Systems-EI_IE954299.11,32.htm",89,6,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,"Echogen Power Systems, Inc. | Open Energy Information",53,"https://openei.org/wiki/Echogen_Power_Systems,_Inc.",51,7,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,"Echogen Power Systems, LLC: Private Company Information ...",59,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36661194,81,8,3,0,0,0
"echogen power systems, llc",21,https://www.echogen.com/,"Echogen Power Systems | Akron, OH, USA Startup",46,https://gust.com/companies/echogen_power_systems,48,9,3,0,0,0
"enow, inc.",4,https://enowenergy.com/,E! Entertainment - Watch Full Episodes | E! Entertainment,57,http://www.eonline.com/watch/,29,1,0,0,0,0
"enow, inc.",4,https://enowenergy.com/,Award Winning Monitoring and Reporting Tools | ENow Software,60,http://www.enowsoftware.com/,28,2,1,0,0,0
"enow, inc.",4,https://enowenergy.com/,Enow - definition of enow by The Free Dictionary,48,https://www.thefreedictionary.com/enow,38,3,1,0,0,0
"enow, inc.",4,https://enowenergy.com/,Home Page | eNow,16,https://enowenergy.com/,23,4,1,0,0,1
"enow, inc.",4,https://enowenergy.com/,enow.com,8,https://www.enow.com/,21,5,1,0,0,0
"enow, inc.",4,https://enowenergy.com/,Enow | Define Enow at Dictionary.com,36,https://www.dictionary.com/browse/enow,38,6,1,0,0,0
"enow, inc.",4,https://enowenergy.com/,Enow definition and meaning | Collins English Dictionary,56,https://www.collinsdictionary.com/dictionary/english/enow,57,7,1,0,0,0
"enow, inc.",4,https://enowenergy.com/,eHow - Official Site,20,https://www.ehow.com/,21,8,0,0,0,0
howard industries,17,http://howard-ind.com/,Howard Ind - Official Site,26,http://howard-ind.com/,22,1,1,0,0,1
howard industries,17,http://howard-ind.com/,Howard Industries,17,https://www.howardindustries.com/,33,2,2,0,0,0
howard industries,17,http://howard-ind.com/,Howard Industries,17,http://www.howind.com/,22,3,2,0,0,0
howard industries,17,http://howard-ind.com/,Login | Manufacturing Plant Application | Howard Industries,59,https://www.howard-ind.com/HowardTransformers/JobApplication/Login.aspx,71,4,2,0,0,0
howard industries,17,http://howard-ind.com/,About Us - Howard Industries Sign Manufacturer,46,https://www.howardindustries.com/about,38,5,2,0,0,0
howard industries,17,http://howard-ind.com/,Career Opportunities - howard.com,33,http://www.howard.com/careers/index.cfm,39,6,1,0,0,0
howard industries,17,http://howard-ind.com/,Howard Lighting,15,http://howard-lighting.com/,27,7,1,0,0,0
howard industries,17,http://howard-ind.com/,Howard Industries,17,http://howind.com/branch.html,29,8,2,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,Magnolia Optical Technologies,29,http://magnoliaoptical.com/,27,1,3,0,0,1
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,Magnolia Optical Technologies Inc. | Fundable ...,49,https://www.fundable.com/magnolia-optical-technologies-inc,58,2,3,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,Magnolia Optical Technologies Inc - Bloomberg.com,49,https://www.bloomberg.com/profiles/companies/0080957D:US-magnolia-optical-technologies-inc,90,3,3,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,Magnolia Optical Technologies Inc. - iCrowdNewswire,51,http://icrowdnewswire.com/2017/06/02/magnolia-optical-technologies-inc-optical-technology-with-defense-commercial/,114,4,3,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,"Magnolia Optical Technologies Revenue, Company Growth ...",57,https://incfact.com/company/magnoliaopticaltechnologies-woburn-ma/,66,5,3,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,"Magnolia Optical Technologies - Woburn, MA - Yelp",49,https://www.yelp.com/biz/magnolia-optical-technologies-woburn,61,6,3,0,0,0
"magnolia optical technologies, inc.",29,http://magnoliaoptical.com/,Magnolia Optical Technologies - Woburn 01801 (Middlesex ...,59,https://us.kompass.com/c/magnolia-optical-technologies/us1905107/,65,8,3,0,0,0
"microlink devices, inc.",17,http://mldevices.com/,"MicroLink Devices, Inc. - Home",30,http://mldevices.com/,21,1,2,0,0,1
"microlink devices, inc.",17,http://mldevices.com/,"MicroLink Devices, Inc.: Private Company Information ...",56,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=208410469,82,3,2,0,0,0
"microlink devices, inc.",17,http://mldevices.com/,Microlink Devices Salaries | Glassdoor,38,https://www.glassdoor.com/Salary/Microlink-Devices-Salaries-E274181.htm,71,4,2,0,0,0
"microlink devices, inc.",17,http://mldevices.com/,Microlink Devices hits 37.75% efficiency for triple ...,55,https://www.pv-magazine.com/2018/04/19/microlink-devices-hits-37-75-efficiency-for-triple-junction-cell/,104,7,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy | Texas Residential and Commercial ...,53,http://www.mypioneerenergy.com/,31,1,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy - Official Site,30,http://www.pioneerenergy.com/,29,2,2,0,0,1
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy Services - Official Site,39,http://pioneeres.com/,21,3,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy | Residential,28,http://www.mypioneerenergy.com/residential.aspx,47,4,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Natural Resources - Official Site,41,http://www.pxd.com/,19,5,1,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy Management - Electric And Water Submetering ...,62,http://pioneerem.com/,21,6,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,View or Pay Bill Online - Pioneer Energy Management ...,55,http://pioneerem.com/online-billpay/,36,7,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Pioneer Energy - Official Site,30,https://www.pioneer.ca/,23,8,2,0,0,0
"pioneer energy, inc.",14,http://www.pioneerenergy.com/,Contact Us | Pioneer Energy,27,http://www.pioneerenergy.com/contact,36,10,2,0,0,0
renewable opportunities inc.,23,http://renewableopportunitiesinc.com/,ROI : Renewable Opportunities Inc,33,http://renewableopportunitiesinc.com/,37,1,2,1,0,1
renewable opportunities inc.,23,http://renewableopportunitiesinc.com/,Renewable Opportunities Inc: Company Profile - Bloomberg,56,https://www.bloomberg.com/profiles/companies/0154560D:US-renewable-opportunities-inc,84,7,2,1,0,0
renewable opportunities inc.,23,http://renewableopportunitiesinc.com/,How To Become A Renewable Energy Entrepreneur | Investopedia,60,https://www.investopedia.com/articles/personal-finance/053115/how-become-renewable-energy-entrepreneur.asp,106,8,1,1,0,0
"renmatix, inc.",8,http://renmatix.com/,Renmatix - Official Site,24,http://renmatix.com/,20,1,1,0,0,1
"renmatix, inc.",8,http://renmatix.com/,Renmatix | Crunchbase,21,https://www.crunchbase.com/organization/renmatix,48,2,1,0,0,0
"renmatix, inc.",8,http://renmatix.com/,Renmatix Reviews | Glassdoor,28,https://www.glassdoor.com/Reviews/Renmatix-Reviews-E512526.htm,62,3,1,0,0,0
"renmatix, inc.",8,http://renmatix.com/,"Renmatix, Inc.: Private Company Information - Bloomberg",55,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50062408,81,5,1,0,0,0
"renmatix, inc.",8,http://renmatix.com/,Renmatix  Bioplastics News,26,https://bioplasticsnews.com/renmatix/,37,6,1,0,0,0
"renmatix, inc.",8,http://renmatix.com/,Renmatix: Biochemicals Are The Wave Of The Future,49,https://www.forbes.com/sites/peterdetwiler/2014/04/15/renmatix-biochemicals-are-the-wave-of-the-future/,103,9,1,0,0,0
"sinton consulting, inc.",17,https://www.sintoninstruments.com/,Home - Sinton Instruments,25,https://www.sintoninstruments.com/,34,1,1,0,0,1
"sinton consulting, inc.",17,https://www.sintoninstruments.com/,"Sinton Consulting, Inc.",23,https://www.sintoninstruments.com/wp-content/uploads/detailed_biblio.pdf,72,2,2,1,0,0
"sinton consulting, inc.",17,https://www.sintoninstruments.com/,Working at Sinton Consulting | Glassdoor,40,"https://www.glassdoor.com/Overview/Working-at-Sinton-Consulting-EI_IE986367.11,28.htm",85,3,2,1,0,0
"sinton consulting, inc.",17,https://www.sintoninstruments.com/,Pipeline Construction Company| Pipeline Inspection Company ...,62,http://www.iacsi.com/About_Us.html,34,6,0,1,0,0
"solarmer energy, inc.",15,http://solarmer.com/,Solarmer - Official Site,24,http://solarmer.com/,20,1,1,0,0,1
"solarmer energy, inc.",15,http://solarmer.com/,Working at Solarmer Energy | Glassdoor,38,"https://www.glassdoor.com/Overview/Working-at-Solarmer-Energy-EI_IE285479.11,26.htm",83,5,2,0,0,0
"solarmer energy, inc.",15,http://solarmer.com/,"Solarmer Energy, Inc.: Private Company Information - Bloomberg",62,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=34430539,81,6,2,0,0,0
"solarmer energy, inc.",15,http://solarmer.com/,Edmonton & Saskatoon Solar Panels Installer | Solarcor Solar,60,http://www.solarcor.ca/,23,8,0,0,0,0
"solarmer energy, inc.",15,http://solarmer.com/,Solarmer Energy Salaries | Glassdoor,36,https://www.glassdoor.com/Salary/Solarmer-Energy-Salaries-E285479.htm,69,9,2,0,0,0
"swift engineering, inc.",17,https://swiftengineering.com/,Swift Engineering - Official Site,33,https://swiftengineering.com/,29,1,2,0,0,1
"swift engineering, inc.",17,https://swiftengineering.com/,Swift Engineering Reviews | Glassdoor,37,https://www.glassdoor.com/Reviews/Swift-Engineering-Reviews-E861291.htm,71,3,2,0,0,0
"swift engineering, inc.",17,https://swiftengineering.com/,Swift Engineering Inc.,22,http://swift-eng.com/website/,29,5,2,0,0,0
"swift engineering, inc.",17,https://swiftengineering.com/,Swift Engineering | Swift Engineering,37,http://swift-eng.com/,21,7,2,0,0,0
"swift engineering, inc.",17,https://swiftengineering.com/,Working at Swift Engineering | Glassdoor,40,"https://www.glassdoor.com/Overview/Working-at-Swift-Engineering-EI_IE861291.11,28.htm",85,9,2,0,0,0
wenger corporation,6,http://www.wengercorp.com/,Wenger Corp - Official Site,27,http://www.wengercorp.com/,26,1,1,0,0,1
wenger corporation,6,http://www.wengercorp.com/,Wenger Corporation @ Amazon.com:,32,https://www.amazon.com/s?me=AYZ4O2SF8IF0R&page=1,48,6,1,0,0,0
wenger corporation,6,http://www.wengercorp.com/,Contact - Wenger | J.R. Clancy,30,http://performance.wengercorp.com/contact/,42,7,1,0,0,0
wenger corporation,6,http://www.wengercorp.com/,New Products - Wenger Corporation,33,https://hvac.wengercorp.com/new/index.php,41,8,1,0,0,0
wenger corporation,6,http://www.wengercorp.com/,Wenger Corporation Careers and Employment | Indeed.com,54,https://www.indeed.com/cmp/Wenger-Corporation,45,9,1,0,0,0
abbott molecular inc.,16,https://www.molecular.abbott/,Abbott Molecular | Diagnostic Assays and Instruments,52,https://www.molecular.abbott/,29,1,2,0,0,1
abbott molecular inc.,16,https://www.molecular.abbott/,Abbott Molecular Inc.: Private Company Information - Bloomberg,62,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=378887,79,2,2,0,0,0
abbott molecular inc.,16,https://www.molecular.abbott/,Abbott Molecular Inc: Company Profile - Bloomberg,49,https://www.bloomberg.com/profiles/companies/0855400D:US-abbott-molecular-inc,77,3,2,0,0,0
abbott molecular inc.,16,https://www.molecular.abbott/,Abbott Molecular Inc. M2000sp Heating Chilling Plate 06412 ...,62,https://www.hitechtrader.com/Biotechnology/PCR/Abbott-Molecular-Inc-M2000sp-Heating-Chilling-Plate/76470-p,106,6,2,0,0,0
abbott molecular inc.,16,https://www.molecular.abbott/,Companion Diagnostics Commitment and Leadership,47,https://www.abbottcdx.com/index.html,36,7,0,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,PRODUCT INFORMATION - Home Page,31,http://www.acfibers.com/index.html,34,1,0,0,0,1
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,Ceramic Fibers and Coatings: Advanced Materials for the ...,59,https://www.nap.edu/read/6042/chapter/6,39,4,3,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,Advanced Ceramic Fibers (Acf) Jobs - ziprecruiter.com,53,https://www.ziprecruiter.com/c/Advanced-Ceramic-Fibers-(ACF)/Jobs,65,5,3,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,"ADVANCED CERAMIC FIBERS, LLC | F6S",34,https://www.f6s.com/advancedceramicfibersllc,44,6,3,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,"Advanced Ceramic Fibers, LLC | VentureRadar",43,"https://www.ventureradar.com/organisation/Advanced%20Ceramic%20Fibers,%20LLC/6ac709ea-eb77-490d-99bc-edd29cdd9978",113,7,3,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,Ceramic Fibers and Coatings: Advanced Materials for the ...,59,https://www.nap.edu/catalog/6042/ceramic-fibers-and-coatings-advanced-materials-for-the-twenty-first,100,8,3,0,0,0
"advanced ceramic fibers, llc",23,http://www.acfibers.com/index.html,"Advanced Ceramic Fibers, LLC - buzzfile.com",43,"http://www.buzzfile.com/business/Advanced-Ceramic-Fibers,-LLC-208-522-6008",74,9,3,0,0,0
