firm,firm_length,url,name_clnd,name_length,hit_url,hit_url_length,rank,matches,public,acquired_merged,outcome
"marrone bio innovations, inc.",23,marronebioinnovations.com/,Contact  Marrone Bio Innovations,32,marronebioinnovations.com/contact/,42,2,3,1,0,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,"Marrone Bio Innovations, Inc. (MBII) CEO Pam Marrone on Q2 ...",62,seekingalpha.com/article/4199179-marrone-bio-innovations-inc-mbii-ceo-pam-marrone-q2-2018-results-earnings-call-transcript,130,3,3,1,0,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,Investor Relations | Marrone Bio Innovations,44,investors.marronebio.com/,33,4,3,1,0,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,"Marrone Bio Innovations, Inc. - Zacks Investment Research",57,zacks.com/stock/quote/MBII,38,5,3,1,0,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,MBII Stock Price - Marrone Bio Innovations Inc. Stock ...,57,marketwatch.com/investing/stock/mbii,48,6,3,2,0,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,"Marrone Bio Innovations, Inc. Reports Second Quarter 2018 ...",61,nasdaq.com/press-release/marrone-bio-innovations-inc-reports-second-quarter-2018-financial-results-20180814-01035,125,7,3,2,0,0
uluru inc.,5,uluruinc.info/#!,uluruinc,8,uluruinc.info/#!,28,1,1,0,0,1
uluru inc.,5,uluruinc.info/#!,ULUR:OTC US Stock Quote - ULURU Inc - Bloomberg Markets,55,bloomberg.com/quote/ULUR:US,39,2,1,1,1,0
uluru inc.,5,uluruinc.info/#!,ULUR Stock Price - Uluru Inc. Stock Quote (U.S.: OTC ...,56,marketwatch.com/investing/stock/ulur,48,3,1,2,1,0
uluru inc.,5,uluruinc.info/#!,ULURU Inc.: Private Company Information - Bloomberg,51,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=24309308,81,4,1,2,1,0
uluru inc.,5,uluruinc.info/#!,ULUR Analysis & News - ULURU Inc. | Seeking Alpha,49,seekingalpha.com/symbol/ULUR,36,5,1,3,1,0
uluru inc.,5,uluruinc.info/#!,ULUR Key Statistics - Uluru Inc. Financial Ratios ...,53,marketwatch.com/investing/stock/ulur/profile,56,7,1,3,1,0
uluru inc.,5,uluruinc.info/#!,Uluru Inc. - ULUR - Stock Price Today - Zacks,45,zacks.com/stock/quote/ULUR,38,8,1,4,2,0
"forest concepts, llc",15,forestconcepts.com/,Forest Concepts: Home,21,forestconcepts.com/,30,1,2,1,0,1
"forest concepts, llc",15,forestconcepts.com/,Advanced Forest Concepts - cocc.edu,35,cocc.edu/programs/forestry/advanced-forest-concepts.aspx,68,2,2,1,0,0
"forest concepts, llc",15,forestconcepts.com/,4-H Forestry Field Day Manual - Tree and Forest Concepts,56,bugwood.org/4H/forestryfieldday/tree_and_forest_concepts.html,73,8,2,1,0,0
"forest concepts, llc",15,forestconcepts.com/,WoodStraw.com: Home,19,woodstraw.com/,21,9,0,1,1,0
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion - Official Site,36,clearsign.com/,26,1,2,0,0,1
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion Corporation - Overview,43,ir.clearsign.com/overview,32,2,2,1,0,0
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion Corporation - Company News,47,ir.clearsign.com/company-news,36,3,2,1,0,0
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion Corp. (CLIR) CEO Stephen Pirnat on Q2 ...,62,seekingalpha.com/article/4198760-clearsign-combustion-corp-clir-ceo-stephen-pirnat-q2-2018-results-earnings-call-transcript,131,4,2,2,0,0
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion Corporation ... - finance.yahoo.com,56,finance.yahoo.com/news/clearsign-combustion-corporation-announces-second-201500926.html,95,5,2,2,1,0
clearsign combustion corporation,20,clearsign.com/,CLIR Stock Price - ClearSign Combustion Corp. Stock Quote ...,61,marketwatch.com/investing/stock/clir,48,6,2,3,1,0
clearsign combustion corporation,20,clearsign.com/,ClearSign Combustion Corporation Announces First Quarter ...,60,finance.yahoo.com/news/clearsign-combustion-corporation-announces-first-123000976.html,94,7,2,3,2,0
clearsign combustion corporation,20,clearsign.com/,Clearsign Combustion Corporation - CLIR - Stock Price ...,57,zacks.com/stock/quote/CLIR,38,8,2,4,2,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Microarray Analysis | Thermo Fisher Scientific - US,51,thermofisher.com/us/en/home/life-science/microarray-analysis.html,77,1,0,0,0,1
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Affymetrix,10,affymetrix.com/estore/careers/index.affx;category=34004&categoryIdClicked=34004&rootCategoryId=34004&navMode=34004&aId=careersNav,140,2,1,0,0,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Affymetrix Inc - NASDAQ:AFFX - Stock Quote & News - TheStreet,61,thestreet.com/quote/AFFX.html,41,4,1,1,0,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Affymetrix Inc. - The New York Times,36,nytimes.com/topic/company/affymetrix-inc,52,5,1,1,0,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Affymetrix Inc.: Private Company Information - Bloomberg,56,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=348016,79,6,1,1,0,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,Affymetrix | Thermo Fisher Scientific - US,42,thermofisher.com/us/en/home/life-science/microarray-analysis/affymetrix.html,88,8,1,1,0,0
"affymetrix, inc.",10,thermofisher.com/us/en/home/life-science/microarray-analysis.html,"AFFX : Summary for Affymetrix, Inc. - Yahoo Finance",51,finance.yahoo.com/quote/AFFX/,37,10,1,2,0,0
"ansun biopharma, inc.",15,ansunbiopharma.com/,Home - Ansun BioPharmaAnsun BioPharma,37,ansunbiopharma.com/,30,1,2,0,0,1
"ansun biopharma, inc.",15,ansunbiopharma.com/,Ansun BioPharma secures $85 million in Series A Financing,57,prnewswire.com/news-releases/ansun-biopharma-secures-85-million-in-series-a-financing-300647212.html,112,3,2,0,0,0
"ansun biopharma, inc.",15,ansunbiopharma.com/,Ansun Biopharma Announces Key Appointments to its ...,53,prnewswire.com/news-releases/ansun-biopharma-announces-key-appointments-to-its-executive-management-team-300725045.html,131,4,2,0,0,0
"ansun biopharma, inc.",15,ansunbiopharma.com/,"Ansun BioPharma, Inc. Raises $85 Million in Series A ...",56,sycr.com/Ansun-Biopharma-Inc-Raises-85-Million-in-Series-A-Financing/,80,6,2,0,0,0
"ansun biopharma, inc.",15,ansunbiopharma.com/,"Ansun Biopharma, Inc. in San Diego, CA - (858) 452-2631 ...",59,buzzfile.com/business/Ansun-858-452-2631,51,7,2,0,0,0
"ansun biopharma, inc.",15,ansunbiopharma.com/,Ansun BioPharma secures $85m to advance experimental anti ...,61,biopharma-reporter.com/Article/2018/05/16/Ansun-BioPharma-secures-85m-to-advance-experimental-anti-viral,116,8,2,0,0,0
gliknik inc.,7,gliknik.com/,Home - Gliknik,14,gliknik.com/,23,1,1,0,0,1
gliknik inc.,7,gliknik.com/,Gliknik Inc.: Private Company Information - Bloomberg,53,bloomberg.com/research/stocks/private/snapshot.asp?privcapid=107788287,82,2,1,0,0,0
gliknik inc.,7,gliknik.com/,Gliknik Inc. | UM BioPark,25,umbiopark.com/tenants/gliknik-inc,44,3,1,0,0,0
gliknik inc.,7,gliknik.com/,Gliknik Inc. Adds Incyte Corporation President & CEO Paul ...,61,biospace.com/article/releases/gliknik-inc-adds-incyte-corporation-president-and-ceo-b-paul-a-friedman-b-to-its-board-of-directors-/,143,5,1,0,0,0
gliknik inc.,7,gliknik.com/,"Gliknik Inc. - Baltimore , MD - Business Page - New home page",61,dandb.com/businessdirectory/gliknikinc.-baltimore-md-24142444.html,78,6,1,0,0,0
gliknik inc.,7,gliknik.com/,"David Block, Gliknik Inc: Profile & Biography - Bloomberg",57,bloomberg.com/profiles/people/4128662-david-s-block,63,7,1,0,0,0
gliknik inc.,7,gliknik.com/,Gliknik Inc - BIO,17,bio.org/gliknik-inc,31,8,1,0,0,0
gliknik inc.,7,gliknik.com/,"Gliknik Competitors, Revenue and Employees - owler.com",54,owler.com/company/gliknik,37,9,1,0,0,0
heska corporation,5,heska.com/,"Accurate and reliable veterinary, point-of-care ... - Heska",59,heska.com/,22,1,1,0,0,1
heska corporation,5,heska.com/,HSKA Stock Price - Heska Corp. Stock Quote (U.S.: Nasdaq ...,60,marketwatch.com/investing/stock/hska,48,2,1,1,0,0
heska corporation,5,heska.com/,Heska Corporation - Jobs,24,heska-corporation.workable.com/,39,4,1,2,0,0
heska corporation,5,heska.com/,Heska Corp. - NASDAQ:HSKA - Stock Quote & News - TheStreet.com,62,thestreet.com/quote/HSKA.html,41,5,1,3,0,0
heska corporation,5,heska.com/,HSKA : Summary for Heska Corporation - Yahoo Finance,52,finance.yahoo.com/quote/HSKA,36,6,1,4,0,0
heska corporation,5,heska.com/,Here's Why Heska Corporation Is Dropping Today -- The ...,57,fool.com/investing/2017/05/02/heres-why-heska-corporation-is-dropping-today.aspx,92,7,1,5,0,0
heska corporation,5,heska.com/,HSKA Stock Price & News - Heska Corp. - Wall Street Journal,59,quotes.wsj.com/HSKA,27,8,1,6,0,0
heska corporation,5,heska.com/,Heska Corp - Bloomberg.com,26,bloomberg.com/quote/HSKA:US,39,9,1,6,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,Lexicon Pharmaceuticals - NEWS,30,lexpharma.com/,25,1,2,0,0,1
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,LXRX Stock Price - Lexicon Pharmaceuticals Inc. Stock ...,57,marketwatch.com/investing/stock/lxrx,48,2,2,1,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,LXRX Key Statistics - Lexicon Pharmaceuticals Inc ...,53,marketwatch.com/investing/stock/lxrx/profile,56,3,2,1,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,LXRX:NASDAQ GS Stock Quote - Lexicon Pharmaceuticals Inc ...,60,bloomberg.com/quote/LXRX:US,39,5,2,2,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,"Lexicon Pharmaceuticals, Inc. (LXRX) Ownership Summary ...",58,nasdaq.com/symbol/lxrx/ownership-summary,52,6,2,3,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,"Lexicon Pharmaceuticals, Inc. - Drugs.com",41,drugs.com/manufacturer/lexicon-pharmaceuticals-inc-592.html,71,7,2,3,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,"Lexicon Pharmaceuticals, Inc. (LXRX) News Headlines ...",55,nasdaq.com/symbol/lxrx/news-headlines,49,8,2,4,0,0
"lexicon pharmaceuticals, inc.",23,lexpharma.com/,"LXRX Historical Prices | Lexicon Pharmaceuticals, Inc ...",57,finance.yahoo.com/quote/LXRX/history,44,9,2,5,0,0
"osiris therapeutics, inc.",19,osiris.com/,Osiris Therapeutics - Official Site,35,osiris.com/,22,1,2,0,0,1
"osiris therapeutics, inc.",19,osiris.com/,OSIR Stock Price - Osiris Therapeutics Inc. Stock Quote (U ...,62,marketwatch.com/investing/stock/osir,48,2,2,1,0,0
"osiris therapeutics, inc.",19,osiris.com/,Osiris Therapeutics Inc. - NASDAQ:OSIR - Stock Quote ...,56,thestreet.com/quote/OSIR.html,41,3,2,2,0,0
"osiris therapeutics, inc.",19,osiris.com/,"Careers - Osiris Therapeutics, Inc.",35,osiris.com/careers/,30,4,2,2,0,0
"osiris therapeutics, inc.",19,osiris.com/,OSIR:NASDAQ GM Stock Quote - Osiris Therapeutics Inc ...,56,bloomberg.com/quote/OSIR:US,39,5,2,3,0,0
"osiris therapeutics, inc.",19,osiris.com/,"Osiris Therapeutics, Inc. Announces GrafixPL PRIME ...",54,finance.yahoo.com/news/osiris-therapeutics-inc-announces-grafixpl-210000324.html,88,6,2,3,0,0
"osiris therapeutics, inc.",19,osiris.com/,"OSIRIS THERAPEUTICS, INC. (OSIR) IPO - NASDAQ.com",49,nasdaq.com/markets/ipos/company/osiris-therapeutics-inc-708518-49855,80,7,2,4,0,0
"osiris therapeutics, inc.",19,osiris.com/,Osiris Therapeutics: Expecting Better In 2018 - Osiris ...,58,seekingalpha.com/article/4130421-osiris-therapeutics-expecting-better-2018,82,8,2,5,0,0
"osiris therapeutics, inc.",19,osiris.com/,"Osiris Therapeutics, Inc. (OSIR) News Headlines - NASDAQ.com",60,nasdaq.com/symbol/osir/news-headlines,49,9,2,6,0,0
"osiris therapeutics, inc.",19,osiris.com/,OSIR Key Statistics - Osiris Therapeutics Inc. Financial ...,60,marketwatch.com/investing/stock/OSIR/profile,56,10,2,7,0,0
"quick-med technologies, inc.",22,quickmedtech.com/,"Quick-Med Technologies, Inc. (QMDT)",35,quickmedtech.com/,29,1,3,0,0,1
"quick-med technologies, inc.",22,quickmedtech.com/,Quick-Med Technologies Inc. - MarketWatch,41,marketwatch.com/investing/stock/qmdt,48,2,3,0,0,0
"quick-med technologies, inc.",22,quickmedtech.com/,QMDT Key Statistics - Quick-Med Technologies Inc ...,52,marketwatch.com/investing/stock/qmdt/profile,56,3,3,0,0,0
"quick-med technologies, inc.",22,quickmedtech.com/,QMDT:OTC US Stock Quote - Quick-Med Technologies Inc ...,56,bloomberg.com/quote/QMDT:US,39,4,3,1,1,0
"quick-med technologies, inc.",22,quickmedtech.com/,QUICK-MED TECHNOLOGIES INC (QMDT:OTC US): Board Members ...,59,bloomberg.com/research/stocks/people/relationship.asp?personId=8114294&ticker=QMDT,94,5,3,1,1,0
"quick-med technologies, inc.",22,quickmedtech.com/,Quick-Med Technologies Inc (QMDT) Stock Message Board ...,57,investorshub.advfn.com/Quick-Med-Technologies-Inc-QMDT-3647/,68,7,3,2,1,0
"quick-med technologies, inc.",22,quickmedtech.com/,"Quick-Med Technologies, Inc. (QMDT.OB)",38,d1io3yog0oux5.cloudfront.net/qmdt/media/ce03386508db91cedfad8eea72e5b124.pdf,84,8,3,2,1,0
"quick-med technologies, inc.",22,quickmedtech.com/,Quick-med Technologies Inc. - QMDT - Stock Price Today - Zacks,62,zacks.com/stock/quote/QMDT,38,9,3,3,1,0
"atonometrics, inc.",12,atonometrics.com/,Atonometrics | Test & Measurement for the PV Industry,53,atonometrics.com/,28,1,1,0,0,1
"atonometrics, inc.",12,atonometrics.com/,"Atonometrics, Inc.: Private Company Information - Bloomberg",59,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=117434425,82,3,1,0,0,0
"atonometrics, inc.",12,atonometrics.com/,Atonometrics Company Profile: Valuation & Investors ...,55,pitchbook.com/profiles/company/55225-54,47,5,1,0,0,0
"atonometrics, inc.",12,atonometrics.com/,"Autometrics Motorsports | Club Racing, Pro Racing, Race ...",59,autometricsmotorsports.com/,38,7,0,0,0,0
"atonometrics, inc.",12,atonometrics.com/,Home [www.autonometrics.com],28,autonometrics.com/,29,8,0,0,0,0
"atonometrics, inc.",12,atonometrics.com/,Atonometrics | VentureRadar,27,ventureradar.com/organisation/Atonometrics/c3100287-58c5-4542-9814-e08af3103b60,91,9,1,0,0,0
goal zero llc,9,goalzero.com/,Goal Zero,9,goalzero.com/,25,1,2,0,0,1
goal zero llc,9,goalzero.com/,Goal Zero LLC: Company Profile - Bloomberg,42,bloomberg.com/profiles/companies/0396084D:US-goal-zero-llc,70,2,2,0,0,0
goal zero llc,9,goalzero.com/,GOAL ZERO Corporation: Private Company Information - Bloomberg,62,bloomberg.com/research/stocks/private/snapshot.asp?privcapid=66675135,81,4,2,0,0,0
goal zero llc,9,goalzero.com/,Goal Zero | PrivCo | Private Company Financial Intelligence,59,privco.com/private-company/goal-zero-llc,51,5,2,1,1,0
goal zero llc,9,goalzero.com/,"Goal Zero LLC Company Profile | Key Contacts, Financials ...",60,hoovers.com/company-information/cs/company-profile.goal_zero_llc.c3025fec4da589b9.html,97,6,2,1,1,0
goal zero llc,9,goalzero.com/,"Goal Zero LLC - Bluffdale , UT - Business Page",46,dandb.com/businessdirectory/goalzerollc-bluffdale-ut-1972298.html,77,7,2,1,1,0
goal zero llc,9,goalzero.com/,"Goal Zero LLC in Riverton, UT - (888) 794-6250 - Company ...",60,buzzfile.com/business/Goal0-888-794-6250,51,8,2,1,1,0
"applied nanostructures, inc.",22,appnano.com/,Appnano - Official Site,23,appnano.com/,23,1,0,0,0,1
"applied nanostructures, inc.",22,appnano.com/,Working at Applied NanoStructures | Glassdoor,45,"glassdoor.com/Overview/Working-at-Applied-NanoStructures-EI_IE1559272.11,33.htm",91,2,2,0,0,0
"applied nanostructures, inc.",22,appnano.com/,"Applied NanoStructures : Quotes, Address, Contact",49,azonano.com/suppliers.aspx?SupplierID=1982,54,5,2,0,0,0
"applied nanostructures, inc.",22,appnano.com/,Applied NanoStructures | California in the NanoEconomy,54,californiananoeconomy.org/content/applied-nanostructures,63,6,2,0,0,0
"applied nanostructures, inc.",22,appnano.com/,"Applied Nanostructures, Inc. in Mountain View, CA - (650 ...",60,buzzfile.com/business/Appnano-650-988-9880,53,7,2,0,0,0
"cavium, inc.",6,cavium.com/,Cavium - Official Site,22,cavium.com/,19,1,1,0,0,1
"cavium, inc.",6,cavium.com/,"CAVM Headlines | Cavium, Inc. Stock - Yahoo Finance",51,finance.yahoo.com/quote/CAVM/news/,42,4,1,1,1,0
"cavium, inc.",6,cavium.com/,"Cavium's Competitors, Revenue, Number of Employees ... - Owler",62,owler.com/company/cavium,36,5,1,1,1,0
"cavium, inc.",6,cavium.com/,Cavium - Fortune,16,fortune.com/future-50/cavium/,36,6,1,1,1,0
"cavium, inc.",6,cavium.com/,"NASDAQ:CAVM - Stock Price, News, & Analysis for Cavium",54,marketbeat.com/stocks/NASDAQ/CAVM/,46,7,1,2,1,0
fluidigm corporation,8,fluidigm.com/,Fluidigm - Official Site,24,fluidigm.com/,25,1,1,0,0,1
fluidigm corporation,8,fluidigm.com/,Press Releases | Fluidigm Corporation,37,investors.fluidigm.com/press-releases,44,4,1,1,0,0
fluidigm corporation,8,fluidigm.com/,Fluidigm Corporation - FLDM - Stock Price Today - Zacks,55,zacks.com/stock/quote/FLDM,38,5,1,2,0,0
fluidigm corporation,8,fluidigm.com/,FLDM : Summary for Fluidigm Corporation - Yahoo Finance,55,finance.yahoo.com/quote/FLDM,36,7,1,3,0,0
fluidigm corporation,8,fluidigm.com/,Fluidigm Corporation Competitors - NASDAQ.com,45,nasdaq.com/symbol/fldm/competitors,46,8,1,4,0,0
fluidigm corporation,8,fluidigm.com/,Fluidigm Corporation Company Profile | Key Contacts ...,55,hoovers.com/company-information/cs/company-profile.fluidigm_corporation.a4325b168bdec1e0.html,104,10,1,4,0,0
"imra america, inc.",12,imra.com/,"IMRA America, Inc. - Official Site",34,imra.com/,21,1,2,0,0,1
"imra america, inc.",12,imra.com/,Careers at IMRA America,23,imra.com/careers/,29,2,2,0,0,0
"imra america, inc.",12,imra.com/,Contact IMRA America,20,nano.imra.com/contact-us/,32,3,2,0,0,0
"imra america, inc.",12,imra.com/,"IMRA America, Inc.: Private Company Information - Bloomberg",59,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4639760,80,4,2,0,0,0
"imra america, inc.",12,imra.com/,Working at Imra America | Glassdoor,35,"glassdoor.com/Overview/Working-at-Imra-America-EI_IE293653.11,23.htm",80,5,2,0,0,0
"imra america, inc.",12,imra.com/,Imra America Reviews | Glassdoor,32,glassdoor.com/Reviews/Imra-America-Reviews-E293653.htm,66,7,2,0,0,0
"imra america, inc.",12,imra.com/,12. Imra America Inc. - Crain's Detroit Business,48,crainsdetroit.com/article/20161111/AWARDS1316/161119956/12-imra-america-inc,86,8,2,0,0,0
"microchips biotech, inc.",18,microchipsbiotech.com/,Microchips Biotech,18,microchipsbiotech.com/,33,1,2,0,0,1
"microchips biotech, inc.",18,microchipsbiotech.com/,"Microchips Biotech, Teva Pharmaceutical partner on ...",54,betaboston.com/news/2015/06/18/microchips-biotech-teva-pharmaceutical-partner-on-implants-for-drug-delivery/,119,3,2,0,0,0
"microchips biotech, inc.",18,microchipsbiotech.com/,"Microchips Biotech, Inc.: CEO and Executives - Bloomberg",56,bloomberg.com/research/stocks/private/people.asp?privcapId=97222,76,4,2,0,0,0
"microchips biotech, inc.",18,microchipsbiotech.com/,"Microchips Biotech, Inc.: Private Company Information ...",57,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=97222,78,5,2,0,0,0
"microchips biotech, inc.",18,microchipsbiotech.com/,Winston-Salems KeraNetics Merges with Microchips Biotech,56,ncbiotech.org/news/winston-salems-keranetics-merges-microchips-biotech,82,6,2,0,1,0
"microchips biotech, inc.",18,microchipsbiotech.com/,Teva and Microchips Biotech Announce Partnership to ...,55,tevapharm.com/news/teva_and_microchips_biotech_announce_partnership_to_enhance_patient_outcomes_through_digital_drug_delivery_technology_06_15.aspx,155,7,2,0,1,0
"microchips biotech, inc.",18,microchipsbiotech.com/,KeraNetics and Microchips Biotech will merge to form ...,56,bizjournals.com/triad/news/2018/07/11/winston-salem-biotech-company-will-merge-with.html,100,8,2,0,2,0
"microchips biotech, inc.",18,microchipsbiotech.com/,Microchips Biotech - Massachusetts Biotechnology Council,56,massbio.org/member/microchips-biotech-43738,55,9,2,0,2,0
"oceanit laboratories, inc.",20,oceanit.com/,Oceanit - Official Site,23,oceanit.com/,24,1,1,0,1,1
"oceanit laboratories, inc.",20,oceanit.com/,"Oceanit Laboratories, Inc.: Private Company Information ...",59,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=11712688,81,3,2,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,"Oceanit Laboratories, Inc. in Honolulu, HI - (808) 531 ...",58,buzzfile.com/business/Oceanit-808-531-3017,53,4,2,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,Oceanit Laboratories Inc: Company Profile - Bloomberg,53,bloomberg.com/profiles/companies/0003677D:US-oceanit-laboratories-inc,81,5,2,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,"Oceanit Laboratories, Inc. - SBIR Source",40,sbirsource.com/sbir/firms/86-oceanit-laboratories-inc,61,6,2,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,Oceanit Laboratories | Honolulu | Read Reviews + Get a Bid ...,62,buildzoom.com/contractor/oceanit-laboratories-inc,61,7,2,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,Oceanit - Join Us,17,careers.oceanit.com/Opportunity.aspx,44,8,1,0,1,0
"oceanit laboratories, inc.",20,oceanit.com/,EPA Backs Oceanit Laboratories Underwater Coating Research ...,62,subseaworldnews.com/2017/09/20/epa-backs-oceanit-laboratories-underwater-coating-research/,98,9,2,0,1,0
"triple ring technologies, inc.",24,tripleringtech.com/,Triple Ring Tech - Official Site,32,tripleringtech.com/,30,1,2,0,0,1
"triple ring technologies, inc.",24,tripleringtech.com/,Working at Triple Ring Technolgies | Glassdoor,46,"glassdoor.com/Overview/Working-at-Triple-Ring-Technolgies-EI_IE359092.11,34.htm",91,2,2,0,0,0
"triple ring technologies, inc.",24,tripleringtech.com/,"Triple Ring Technologies, Inc.: Private Company ...",51,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60367138,81,4,3,0,0,0
"triple ring technologies, inc.",24,tripleringtech.com/,Working at Triple Ring Technologies: Employee Reviews ...,57,indeed.com/cmp/Triple-Ring-Technologies/reviews,59,5,3,0,0,0
"triple ring technologies, inc.",24,tripleringtech.com/,Triple Ring Technologies Inc: Company Profile - Bloomberg,57,bloomberg.com/profiles/companies/0453189D:US-triple-ring-technologies-inc,85,7,3,0,0,0
"triple ring technologies, inc.",24,tripleringtech.com/,"Triple Ring Technologies Revenue, Company Growth ...",52,incfact.com/company/tripleringtechnologies-newark-ca/,61,9,3,1,0,0
"voxtel, inc.",6,voxtel-inc.com/,Voxtel Inc. - Official Site,27,voxtel-inc.com/,22,1,1,0,0,1
"voxtel, inc.",6,voxtel-inc.com/,VoxTel | Interactive phone technologies and phone billing,57,voxtel.com/en/,25,2,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,"Voxtel - Cctv Systems, Structured Cabling, Cctv Cameras",55,voxtelme.com/,25,3,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,About VoxTel,12,voxtel.com/en/about-voxtel.php,41,4,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,Working at Voxtel | Glassdoor,29,"glassdoor.com/Overview/Working-at-Voxtel-EI_IE278726.11,17.htm",74,5,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,AEG VOXTEL D81 QUICK START MANUAL Pdf Download.,47,manualslib.com/manual/1020231/Aeg-Voxtel-D81.html,61,7,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,Home - Business VoIP | Voxtell,30,voxtell.com/,19,8,1,0,0,0
"voxtel, inc.",6,voxtel-inc.com/,Voxtel Inc: Company Profile - Bloomberg,39,bloomberg.com/profiles/companies/0064764D:US-voxtel-inc,67,9,1,0,0,0
"advis, inc.",5,advis-inc.com,"Advis - Boston, MA - Inc.com",28,inc.com/profile/advis,33,3,1,0,0,0
"advis, inc.",5,advis-inc.com,"Advisor Ink Financial | Springfield, MO Retirement Income ...",61,advisorink.com/,26,4,1,0,0,0
"advis, inc.",5,advis-inc.com,Advice. Retirement. Life Insurance. - AXA,41,us.axa.com/home.html,28,5,0,1,0,0
"advis, inc.",5,advis-inc.com,Job Openings - ADVIS,20,advis.org/member-resources/job-openings,51,6,1,1,0,0
"advis, inc.",5,advis-inc.com,TripAdvisor - Official Site,27,tripadvisor.com/,28,8,1,1,0,0
"advis, inc.",5,advis-inc.com,HomeAdvisor - Official Site,27,homeadvisor.com/,28,9,1,1,1,0
"advis, inc.",5,advis-inc.com,Advisys - Official Site,23,advisys.com/,24,10,1,1,1,0
"biochain institute, inc.",18,biochain.com/,"BioChain Institute, Inc. | High Quality Biospecimens ...",56,biochain.com/,25,1,2,0,0,1
"biochain institute, inc.",18,biochain.com/,BioChain Institute Inc.: Private Company Information ...,56,bloomberg.com/research/stocks/private/snapshot.asp?privcapid=61445128,81,3,2,0,0,0
"biochain institute, inc.",18,biochain.com/,BioChain Institute Inc.: CEO and Executives - Bloomberg,55,bloomberg.com/research/stocks/private/people.asp?privcapId=61445128,79,5,2,0,0,0
"biochain institute, inc.",18,biochain.com/,"Biochain Institute, Inc Supplier Profile - Ariba Discovery",58,discovery.ariba.com/profile/AN01001112841,48,9,2,0,0,0
chemimage corporation,9,chemimage.com/,ChemImage,9,chemimage.com/,26,1,1,0,0,1
chemimage corporation,9,chemimage.com/,ChemImage Corporation: Private Company Information - Bloomberg,62,bloomberg.com/research/stocks/private/snapshot.asp?privcapid=24427308,81,2,1,0,0,0
chemimage corporation,9,chemimage.com/,Standoff UV Raman HSI Chemical Detector | ChemImage ...,55,wmddetectorselector.army.mil/detectorPages/272.aspx,63,5,1,0,0,0
chemimage corporation,9,chemimage.com/,ChemImage Corporation: Board of Directors - Bloomberg,53,bloomberg.com/research/stocks/private/board.asp?privcapId=24427308,78,6,1,0,0,0
chemimage corporation,9,chemimage.com/,Chemimage Corporation | PA | Read Reviews + Get a Bid ...,57,buildzoom.com/contractor/chemimage-corporation,58,7,1,0,0,0
chemimage corporation,9,chemimage.com/,ChemImage Corporation | Crunchbase,34,crunchbase.com/organization/chemimage-corporation,61,9,1,0,0,0
"hansen medical, inc.",14,hansenmedical.com/us/en,"Hansen Medical | Medical Robotics, Robotic Catheter",51,hansenmedical.com/us/en,30,1,2,0,0,1
"hansen medical, inc.",14,hansenmedical.com/us/en,Careers | Hansen Medical,24,hansenmedical.com/us/en/hansen-medical/contact/careers,61,3,2,0,0,0
