firm_name,url,about_lbl,mgmt_lbl,partners_lbl,ip_lbl,about_agg_lbl,gid
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/in-the-community/,,,,,0,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/investors/,,,,,0,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/management-team/,,1,,,1,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/our-structure/,1,,,,1,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/sustainability/,,,,,0,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/thought-leadership/,1,,,,1,249
ECOSYNTHETIX LTD.,http://ecosynthetix.com/,,,,,,
ECOSYNTHETIX LTD.,http://ecosynthetix.com/about-us,1,,,,1,278
ECOSYNTHETIX LTD.,http://ecosynthetix.com/about-us/our-sustainability,,,,,0,278
Ecovative Design,http://ecovativedesign.com/,1,,,,1,291
Ecovative Design,http://ecovativedesign.com/team,,1,,,1,291
Ecovative Design,http://ecovativedesign.com/team?ref=footer,,1,,,1,291
Element One,http://elementonescreens.com/,,,,,,
Element One,http://elementonescreens.com/element-one/team/,,1,,,1,297
Element One,http://elementonescreens.com/element-one/vision/,1,,,,1,297
Element One,http://elementonescreens.com/unser-vertriebsteam-sucht-verstaerkung/,,,,,0,297
Englewood Lab,http://englewoodlab.com/,,,,,,
Englewood Lab,http://englewoodlab.com/about-us/,1,,,,1,302
Englewood Lab,http://englewoodlab.com/about-us/history/,1,,,,1,302
Englewood Lab,http://englewoodlab.com/about-us/locations/,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/careers/training-and-guidance/eni-corporate-university.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/careers/working-at-eni/corporate-welfare-and-personal-services.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company.page,1,,,,1,281
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile.page,1,,,,1,281
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/brand-identity.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/business-model.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/business-model/digitalization.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/employees/employees-by-country.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/Eni-values.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/enis-subsidiaries-and-affiliates.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/how-we-work.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/market-share.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/our-new-mission.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/people.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/profile-of-the-year.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/company-profile/year-results.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history.page,1,,,,1,281
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/eni-historic-magazines.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/eni-history-of-great-company.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/history-oil-exploration-italy.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/preserving-the-past.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/remembering-eni-founder.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/eni-history/the-six-legged-dog-history-eni-logo.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe/brent-price-oil.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe/centrality-natural-gas.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe/eni-and-education.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe/green-finance.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/fuel-cafe/mediterranean-energy-perspectives.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/audit-firm.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/board-of-directors.page,,1,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/board-of-statutory-auditors.page,,1,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/by-laws.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/code-of-ethics.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/committees-of-the-board-of-directors.page,,1,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/compensation-paid-2017.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/contacts-governance.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/corporate-governance-code.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/corporate-governance-report.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/eni-governance-awards.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/eni-model.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/internal-dealing-and-shareholdings.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/publications.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/remuneration.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/shareholders-meeting.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/shareholders.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/governance/the-internal-control-and-risk-management-system.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/international-presence.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/company/news-company.page,,,,,0,281
ENI S.p.A.,https://www.eni.com/en_IT/company/our-management.page,,1,,,1,281
ENI S.p.A.,https://www.eni.com/en_IT/innovation.page,1,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/innovation/our-skills/knowledge-management-system.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/investors/risk-management.page,,,,,1,281
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/cooperation-model/local-partnerships.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/cooperation-model/local-partnerships/undp.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/decarbonization/governance-and-risk-management.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/decarbonization/international-partnership.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/decarbonization/international-partnership/ogci.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/operating-model/environment/oil-spill-management.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/operating-model/environment/waste-management.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/operating-model/our-people/knowledge-management.page,,,,,,
ENI S.p.A.,https://www.eni.com/en_IT/sustainability/operating-model/safety/management.page,,,,,,
Envision Solar International,http://www.envisionsolar.com/,,,,,,
Envision Solar International,http://www.envisionsolar.com/about-envision-solar/,1,,,,1,306
Envisionit LLC,https://www.envisionit.com/,,,,,,
Envisionit LLC,https://www.envisionit.com/about-us,1,,,,1,307
Envisionit LLC,https://www.envisionit.com/about-us/blogs,,,,,0,307
Envisionit LLC,https://www.envisionit.com/about-us/our-customers,1,,,,1,307
Envisionit LLC,https://www.envisionit.com/about-us/our-microsoft-partnership,,,1,,1,307
Envisionit LLC,https://www.envisionit.com/about-us/our-partners,,,1,,1,307
Envisionit LLC,https://www.envisionit.com/about-us/our-people,,1,,,1,307
Envisionit LLC,https://www.envisionit.com/about-us/our-process,1,,,,1,307
ESCAPE THERAPEUTICS,http://escapetherapeutics.com/,,,,,,
ESCAPE THERAPEUTICS,http://escapetherapeutics.com/management.html,,1,,,1,282
ESCAPE THERAPEUTICS,http://escapetherapeutics.com/mission.html,1,,,,1,282
ESCAPE THERAPEUTICS,http://escapetherapeutics.com/overview.html,1,,,,1,282
Everspin Technologies,https://www.everspin.com/,,,,,,
Everspin Technologies,https://www.everspin.com/our-company,1,,,,1,312
Everspin Technologies,https://www.everspin.com/partners,,,1,,,
Evoqua Water Technologies LLC,http://evoqua.com/,,,,,,
Evoqua Water Technologies LLC,http://evoqua.com/de/about/Seiten/Datenschutzerklaerung.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/de/about/Seiten/Impressum.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about,1,,,,1,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about/data-protection/Pages/Cookies-Policy.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about/data-protection/Pages/Data-Privacy-Protection-Policy.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about/data-protection/Pages/default.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about/Pages/contact-us.aspx,,,,,0,313
Evoqua Water Technologies LLC,http://evoqua.com/en/about/Pages/default.aspx,,,,,0,313
Evoqua Water Technologies LLC,https://www.evoqua.com/en/about/data-protection/Pages/Cookies-Policy.aspx,,,,,0,313
Evri,https://www.everi.com/,,,,,,
Evri,https://www.everi.com/games/interactive/about-us/,1,,,,1,314
Evri,https://www.everi.com/games/interactive/partners/,,,,,,
Evri,https://www.everi.com/we-are-everi/,1,,,,1,314
First Solar,http://firstsolar.com/,,,,,,
First Solar,http://www.firstsolar.com/About-Us/Contact,,,,,0,332
First Solar,http://www.firstsolar.com/About-Us/Privacy-Policy,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Contact,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Corporate-Responsibility,,,,,,
First Solar,http://www.firstsolar.com/en/About-Us/Imprint,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Leadership,,1,,,1,332
First Solar,http://www.firstsolar.com/en/About-Us/Locations,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Overview,1,,,,1,332
First Solar,http://www.firstsolar.com/en/About-Us/Press-Center,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Privacy-Policy,,,,,0,332
First Solar,http://www.firstsolar.com/en/About-Us/Terms-of-Use,,,,,0,332
First Solar,http://www.firstsolar.com/en/PV-Plants/Corporate,,,,,0,332
Flextronics AP,https://flex.com/,,,,,,
Flextronics AP,https://flex.com/about,1,,,,1,333
Flextronics AP,https://flex.com/about/awards,1,,,,1,333
Flextronics AP,https://flex.com/about/careers,,,,,0,333
Flextronics AP,https://flex.com/about/culture,1,,,,1,333
Flextronics AP,https://flex.com/about/innovation-partners,,,1,,1,333
Flextronics AP,https://flex.com/about/leadership-team,,1,,,1,333
Flextronics AP,https://flex.com/about/sustainability,,,,,0,333
Flextronics AP,https://flex.com/case-studies/cellnovo-mobile-diabetes-management-system,,,,,0,333
Flextronics AP,https://flex.com/case-studies/Grabit,,,,,,
Ford Global Technologies,https://corporate.ford.com/careers/profiles.html,,1,,,1,336
Ford Global Technologies,https://corporate.ford.com/company.html,1,,,,1,336
Ford Global Technologies,https://corporate.ford.com/company/articles.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/company/community.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/company/community/corktown-campus.html,,,,,,
Ford Global Technologies,https://corporate.ford.com/company/community/dearborn-campus-transformation-.html,,,,,,
Ford Global Technologies,https://corporate.ford.com/company/diversity.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/company/governance.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/company/operation-list.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/contact-us.html,,,,,0,336
Ford Global Technologies,https://corporate.ford.com/content/ford-corporate/en/innovation/innovation-ideas-submission.html,,,,,,
Ford Global Technologies,https://corporate.ford.com/history.html,1,,,,1,336
Ford Global Technologies,https://corporate.ford.com/innovation.html,,,,,,
Ford Global Technologies,https://corporate.ford.com/legal/copyright.html,,,,,0,336
Freescale Semiconductor,https://www.nxp.com/,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp:ABOUT-NXP,1,,,,1,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/careers-at-nxp:CAREERS,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/careers-at-nxp:CAREERS?tid=FSH,,,,,,
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/contact-us:CONTACTUS,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/corporate-responsibility:CORP_SOCIAL_RESP,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/corporate-responsibility:CORP_SOCIAL_RESP?tid=FSH,,,,,,
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/corporate-responsibility/social-responsibility/statement-on-slavery-and-human-trafficking:RESPECTING-HUMAN-RIGHTS,,,,,,
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/nxp-mobile-applications:MOBILE,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/our-customers:ABOUT_CUSTOMERS,1,,,,1,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/privacy:PRIVACYPRACTICES,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/terms-of-use:TERMSOFUSE,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/about/about-nxp/about-nxp/worldwide-locations:GLOBAL_SITES,,,,,0,340
Freescale Semiconductor,https://www.nxp.com/support/support/nxp-partner-directory:PARTNER-DIRECTORY,,,1,,,
fybr,https://fybr.com/,,,,,,
fybr,https://fybr.com/about-us/,1,,,,1,1043
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/,,,,,,
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/about-ge-hitachi,1,,,,1,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/ge-in-the-community,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/in-the-news,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/leadership,,1,,,1,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/news-releases,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/nuclear-power-basics,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/our-experts,,1,,,1,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/our-experts/eric-mino,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/company-info/our-experts/patty-mccumbee,,,,,0,348
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/fuel-a-plant/tools-and-resources/learn-about-fuel-manufacturing-locations,,,,,,
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/service-and-optimize/solutions/all-solutions/long-term-asset-management,,,,,0,348
Genisphere,https://genisphere.com/,,,,,,
Genisphere,https://genisphere.com/about-us,1,,,,1,366
Genisphere,https://genisphere.com/partnering-contact,,,1,,,
Genomic Health,http://www.genomichealth.com/en-US/join_our_team/us_benefits,,,,,,
Genomic Health,http://www.genomichealth.com/en-US/,,,,,,
Genomic Health,http://www.genomichealth.com/en-US/join_our_team,,,,,0,368
Genomic Health,http://www.genomichealth.com/en-US/join_our_team/international_benefits,,,,,0,368
Genomic Health,http://www.genomichealth.com/en-US/join_our_team/US_benefits,,,,,0,368
Genomic Health,http://www.genomichealth.com/en-US/who_we_are,1,,,,1,368
Genomic Health,http://www.genomichealth.com/en-US/who_we_are/company_timeline_milestones,1,,,,1,368
Genomic Health,https://www.genomichealth.com/en-US/who_we_are/contact_us,,,,,0,368
Genomic Health,http://www.genomichealth.com/en-US/who_we_are/leadership,,1,,,1,368
Genomic Health,http://www.genomichealth.com/en-US/who_we_are/our_founders,,1,,,1,368
Genomic Health,http://www.genomichealth.com/en-US/who_we_are/our_mission,1,,,,1,368
Glucan Biorenewables LLC,http://glucanbio.com/,,,,,,
Glucan Biorenewables LLC,http://glucanbio.com/about/,1,,,,1,379
Glucan Biorenewables LLC,http://glucanbio.com/about/team/,,1,,,1,379
Glucan Biorenewables LLC,http://glucanbio.com/strategic-partners/,,,,,,
Graphene Technologies,http://graphenetechnologies.com/,1,,,,1,384
Greatbatch Ltd.,https://integer.net/,,,,,,
Greatbatch Ltd.,https://integer.net/about-us/,1,,,,1,385
Greatbatch Ltd.,https://integer.net/market/cardiac-rhythm-management/,,,,,0,385
Greatbatch Ltd.,https://integer.net/product-line/crm-neuromodulation/,,,,,0,385
Greatbatch Ltd.,https://integer.net/ways-we-partner/,,,1,,,
Greatbatch Ltd.,https://integer.net/ways-we-partner/manufacturing-transfer-program/,,,1,,,
Greatbatch Ltd.,https://integer.net/ways-we-partner/medical-device-manufacturing/,,,1,,,
Greatbatch Ltd.,https://integer.net/ways-we-partner/quality-regulatory-standards/,,,1,,,
Greatbatch Ltd.,https://integer.net/ways-we-partner/research-design-development/,,,1,,,
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/,,,,,,
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/about/career-opportunities.php,,,,,0,387
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/about/company-background.php,1,,,,1,387
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/about/credentials.php,,,,,0,387
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/about/meet-our-team.php,,1,,,1,387
Hamilton Sundstrand Corporation,https://utcaerospacesystems.com/,,,,,,
Hamilton Sundstrand Corporation,https://utcaerospacesystems.com/corporate-citizenship/,1,,,,1,404
Hamilton Sundstrand Corporation,https://utcaerospacesystems.com/join-the-utc-team/,1,,,,1,404
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about.html,1,,,,1,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about/accessibility-aging.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about/diversity.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about/executive-briefing-centers.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about/jobs.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/about/legal/terms-of-use.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/home.html,,,,,,
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/integrated-systems/software.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/networking/management.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/servers/management.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/solutions/cloud/hybrid-it-management.html,,,,,0,412
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/solutions/partners.html,,,1,,,
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/storage/management-automation.html,,,,,0,412
HGST NETHERLANDS B.V.,https://www.westerndigital.com,,,,,,
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company,1,,,,1,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/innovations,,,,,0,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/innovations/academic-collaborations,,,1,,,
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/innovations/history,1,,,,1,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/innovations/publications,,,,,0,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/leadership,,1,,,1,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/newsroom,,,,,0,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/newsroom/regional-events/flash-memory-summit-2018,,,,,,
HGST NETHERLANDS B.V.,https://www.westerndigital.com/company/newsroom/regional-events/risc-v,,,,,0,395
HGST NETHERLANDS B.V.,https://www.westerndigital.com/partners,,,1,,,
HGST NETHERLANDS B.V.,https://www.westerndigital.com/solutions/data-protection-management,,,,,0,395
HIQ SOLAR,http://hiqsolar.com/,,,,,,
HIQ SOLAR,http://hiqsolar.com/contact-us.html,1,,,,1,396
HIQ SOLAR,http://hiqsolar.com/executive-team.html,,1,,,1,396
HM3 Energy,http://hm3energy.com/,,,,,,
HM3 Energy,http://hm3energy.com/about/,1,,,,1,397
HM3 Energy,http://hm3energy.com/about/faq/,,,,,0,397
HM3 Energy,http://hm3energy.com/about/hm3-energy-achievements/,1,,,,1,397
HM3 Energy,http://hm3energy.com/about/hm3-energy-news/,,,,,0,397
HM3 Energy,http://hm3energy.com/about/investor-relations/,,,,,0,397
HM3 Energy,http://hm3energy.com/about/leadership/,,1,,,1,397
HRL Laboratories,http://www.hrl.com/,,,,,,
HRL Laboratories,http://www.hrl.com/about,1,,,,1,400
HRL Laboratories,http://www.hrl.com/about/board,,1,,,1,400
HRL Laboratories,http://www.hrl.com/about/contact,,,,,0,400
HRL Laboratories,http://www.hrl.com/about/directions,,,,,0,400
HRL Laboratories,http://www.hrl.com/about/history,1,,,,1,400
HRL Laboratories,http://www.hrl.com/about/laser,,,,,0,400
HRL Laboratories,http://www.hrl.com/about/mission,1,,,,1,400
HRL Laboratories,http://www.hrl.com/about/quality,1,,,,1,400
HRL Laboratories,http://www.hrl.com/about/staff,,,,,0,400
HRL Laboratories,http://www.hrl.com/about/tours,,,,,0,400
HRL Laboratories,http://www.hrl.com/news/2018/08/23/hrls-history-of-the-future-podcast-episode-003-dan-sievenpiper,,,,,0,400
Humanetics Corporation,http://www.humaneticsatd.com/,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us,1,,,,1,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/careers,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/events,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/legal,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/message-president,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/News,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/news/recent-media,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/platinum-spares,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/aicon-3d-systems-sign-distribution-agreement,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/christopher-o%E2%80%99connor-named-entrepreneur-year%C2%AE-2018-distribution-and-manufact,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/detroit-lions-salute-service-week-be-presented-humanetics,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/hitec-sensor-developments-acquires-aero-sense-technologies,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/humanetics-innovative-solutions-named-one-2018%E2%80%99s-best-and-brightest-companie,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/press-releases/safety-technology-holdings-inc-acquires-fibercore-ltd,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/about-us/technical-publications,,,,,0,423
Humanetics Corporation,http://www.humaneticsatd.com/services/consulting-training/management-services,,,,,,
Humanetics Corporation,http://www.humaneticsatd.com/services/fleet-management-services,,,,,0,423
Hunter Douglas Inc.,https://www.hunterdouglas.com/,,,,,,
Hunter Douglas Inc.,https://www.hunterdouglas.com/corporate-responsibility,,,,,0,425
IMDS Corporation,http://imds-ohio.com/,,,,,,
IMDS Corporation,http://imds-ohio.com/AboutUs/,1,,,,1,432
IMDS Corporation,http://imds-ohio.com/AboutUs/Careers/,,,,,0,432
IMDS Corporation,http://imds-ohio.com/AboutUs/Contact/,,,,,0,432
IMDS Corporation,http://imds-ohio.com/AboutUs/Corp_Gov/,,,,,0,432
IMDS Corporation,http://imds-ohio.com/AboutUs/Corp_Profile/,1,,,,1,432
iNanoBio LLC,http://www.inanobio.com/,1,1,,,2,1045
Incyte Holdings Corporation,https://www.incyte.com/,,,,,,
Incyte Holdings Corporation,https://www.incyte.com/media/company-statements,,,,,0,447
Incyte Holdings Corporation,https://www.incyte.com/what-we-do/collaborate-partners-in-science,,,,,,
Incyte Holdings Corporation,https://www.incyte.com/who-we-are/biopharmaceutical-research,1,,,,1,447
Incyte Holdings Corporation,https://www.incyte.com/who-we-are/compliance-and-transparency,,,,,0,447
Incyte Holdings Corporation,https://www.incyte.com/who-we-are/our-community,,,,,0,447
Incyte Holdings Corporation,https://www.incyte.com/who-we-are/our-leadership,,1,,,1,447
Infinera Corporation,https://www.infinera.com/,,,,,0,451
Infinera Corporation,https://www.infinera.com/company/about-infinera/,1,,,,1,451
Infinera Corporation,https://www.infinera.com/company/awards/,1,,,,1,451
Infinera Corporation,https://www.infinera.com/company/board-of-directors/,,1,,,1,451
Infinera Corporation,https://www.infinera.com/company/career/,,,,,0,451
Infinera Corporation,https://www.infinera.com/company/contact-us/,,,,,0,451
Infinera Corporation,https://www.infinera.com/company/customers/,1,,,,1,451
Infinera Corporation,https://www.infinera.com/company/management/,,1,,,1,451
Infinera Corporation,https://www.infinera.com/company/mission/,1,,,,1,451
Infinera Corporation,https://www.infinera.com/company/partners/,,,1,,1,451
Infinera Corporation,https://www.infinera.com/company/social-responsibility/,,,,,,
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/,,,,,,
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/,1,,,,1,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/corporate-responsibility/,,,,,0,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/history/,1,,,,1,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/our-brand/,1,,,,1,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/our-locations/,,,,,0,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/overview/,1,,,,1,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/about-us/safety/,1,,,,1,435
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/en/careers/our-teams/,1,,,,1,435
Integrated Solar Technology,http://suntegrasolar.com/,,,,,,
Integrated Solar Technology,http://suntegrasolar.com/about-suntegra,1,,,,1,459
Integrated Solar Technology,http://suntegrasolar.com/suntegra-partner,,,1,,,
Integrated Solar Technology,http://suntegrasolar.com/suntegra-partner-form,,,,,,
Intermolecular,https://intermolecular.com/,,,,,,
Intermolecular,https://intermolecular.com/company/,1,,,,1,462
Intermolecular,https://intermolecular.com/company/careers/,,,,,0,462
Intermolecular,https://intermolecular.com/company/contact-us/,,,,,0,462
Intermolecular,https://intermolecular.com/company/management/,,1,,,1,462
Intermolecular,https://intermolecular.com/company/news/,,,,,0,462
