firm,lookup_firm,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state
Kulite Semiconductor Products,Kulite Semiconductor Products,29,Kulite - Official Site,22,,kulite.com/,23,1,1,0,0,5,741,1,0,0,1,195,FirmSize.EU_MEDIUM_FIRM
Codexis,Codexis,7,Codexis - Official Site,23,,codexis.com/,24,1,1,0,0,5,324,0,1,1,2,199,FirmSize.EU_MEDIUM_FIRM
GlassPoint Solar,GlassPoint Solar,16,GlassPoint Solar - Official Site,32,,glasspoint.com/,27,1,2,0,0,5,562,0,1,0,1,205,FirmSize.EU_MEDIUM_FIRM
Soraa,Soraa,5,Soraa - Official Site,21,,soraa.com/,22,1,1,0,0,5,1242,0,1,0,1,228,FirmSize.EU_MEDIUM_FIRM
Soraa Laser Diode,Soraa Laser Diode,17,SLD Laser  The Future of Light Delivered,40,,soraalaser.com/,23,1,1,0,0,5,1243,1,0,0,1,228,FirmSize.EU_MEDIUM_FIRM
Supremex Inc.,Supremex,8,"Envelopes, packaging, labels and specialty products | SupremeX",62,,supremex.com/,25,1,1,1,0,5,1274,0,1,0,1,249,FirmSize.EU_MEDIUM_FIRM
Ajinomoto Althea,Ajinomoto Althea,16,Aji Bio-Pharma | Home,21,,ajibio-pharma.com/,26,1,0,0,0,5,85,0,0,1,1,210,FirmSize.EU_MEDIUM_FIRM
Mitsubishi Polyester Film,Mitsubishi Polyester Film,25,Mitsubishi Polyester Film - Language Selection,46,,m-petfilm.com/,26,1,3,0,0,5,847,0,1,0,1,246,FirmSize.EU_MEDIUM_FIRM
Lovelace Respiratory Research Institute,Lovelace Respiratory Research Institute,39,Lovelace Respiratory Research Institute - LRRI,46,,lrri.org/,17,1,4,1,0,5,777,0,0,1,1,240,FirmSize.EU_MEDIUM_FIRM
Inventus Holdings,Inventus Holdings,17,"Inventus Holdings, LLC",22,,inventusholdings.com/,32,1,2,1,0,5,684,0,1,0,1,219,FirmSize.EU_MEDIUM_FIRM
MONTEREY RESEARCH,MONTEREY RESEARCH,17,Monterey Bay Aquarium Research Institute | MBARI,48,,mbari.org/,22,1,2,0,0,5,795,1,0,0,1,172,FirmSize.EU_MEDIUM_FIRM
RES USA,RES USA,7,"Value-Added Construction Services | RES Contractors, LLC",56,,res-usa.com/,24,1,1,0,0,5,1057,0,1,1,2,233,FirmSize.EU_MEDIUM_FIRM
Christie Digital Systems,Christie Digital Systems,24,Audio Visual Solutions | Christie,33,,christiedigital.com/en-us/,38,1,1,0,0,5,315,1,0,0,1,210,FirmSize.EU_MEDIUM_FIRM
UCB Pharma S.A.,UCB Pharma SA,13,UCB | Inspired by patients. Driven by science.,46,,ucb.com/,20,1,1,0,0,5,1389,0,0,1,1,220,FirmSize.EU_MEDIUM_FIRM
Dymax Corporation,Dymax,5,Dymax Corporation - Official Site,33,,dymax.com/,18,1,1,0,0,5,414,0,0,1,1,191,FirmSize.EU_MEDIUM_FIRM
BASF Enzymes LLC,BASF Enzymes,12,Enzymes - BASF,14,,enzymes.basf.com/,24,1,2,0,0,5,177,0,0,1,1,111,FirmSize.EU_MEDIUM_FIRM
EMD Technologies Inc.,EMD Technologies,16,emd technologies,16,,emd-technologies.com/,32,1,2,0,0,5,424,0,1,0,1,2912,FirmSize.LARGE_FIRM
Iogen Corporation,Iogen,5,Iogen Corporation - Official Site,33,,iogen.ca/,21,1,1,0,0,5,685,0,1,0,1,3789,FirmSize.LARGE_FIRM
Mattson Technology,Mattson Technology,18,Mattson Technology - Official Site,34,,mattson.com/,24,1,2,0,0,5,813,1,0,0,1,106000,FirmSize.LARGE_FIRM
Samsung SDI Co.,Samsung SDI Co,14,Samsung SDI - Official Site,27,,samsungsdi.com/,22,1,2,0,0,5,1146,1,1,0,2,19828,FirmSize.LARGE_FIRM
Sun Synchrony,Sun Synchrony,13,Sun Synchrony: Home,19,,sunsynchrony.com/,24,1,2,0,0,5,1262,0,1,0,1,16000,FirmSize.LARGE_FIRM
Terra Caloric,Terra Caloric,13,Well-Connect  Affordable Clean Energy,37,,wellconnectgeo.com/,27,1,0,0,0,5,1322,0,1,0,1,5305,FirmSize.LARGE_FIRM
Astech,Astech,6,asTech - Official Site,22,,astech.com/,19,1,1,0,0,5,147,0,1,0,1,2225,FirmSize.LARGE_FIRM
Genesco Inc.,Genesco,7,Genesco - Official Site,23,,genescopartners.com/,31,1,1,0,0,5,549,0,0,1,1,8200,FirmSize.LARGE_FIRM
Disney Enterprises,Disney Enterprises,18,The Walt Disney Company - Official Site,39,,thewaltdisneycompany.com/,37,1,1,0,0,5,402,1,0,0,1,133000,FirmSize.LARGE_FIRM
Brother International Corporation,Brother,7,Brother Office - Official Site,30,,brother-usa.com/,28,1,1,0,0,5,248,1,0,0,1,7100,FirmSize.LARGE_FIRM
Gracenote,Gracenote,9,Gracenote - Official Site,25,,gracenote.com/,25,1,1,0,0,5,571,1,0,0,1,1541,FirmSize.LARGE_FIRM
Morpho,Morpho,6,OT-Morpho | Leader in Biometrics and Digital Identity,53,,morpho.com/en,25,1,1,0,0,5,856,0,0,1,1,7676,FirmSize.LARGE_FIRM
Nordic Technologies,Nordic Technologies,19,Nordic Technologies - We specialize in clean water,50,,nordic-technologies.com/,31,1,2,0,0,5,922,0,1,0,1,1638,FirmSize.LARGE_FIRM
Research Triangle Institute,Research Triangle Institute,27,RTI | Delivering the Promise of Science for Global Good,55,,rti.org/,20,1,0,0,0,5,1076,1,0,0,1,5500,FirmSize.LARGE_FIRM
Perkinelmer Holdings,Perkinelmer Holdings,20,PerkinElmer - Official Site,27,,perkinelmer.com/,27,1,1,0,0,5,996,1,0,0,1,5602,FirmSize.LARGE_FIRM
AVI BioPharma,AVI BioPharma,13,Sarepta Therapeutics - Official Site,36,,sarepta.com/,24,1,0,0,0,5,45,0,0,1,1,8439,FirmSize.LARGE_FIRM
Seiko Instruments Inc.,Seiko Instruments,17,"Seiko Instruments USA, Inc.",27,,seikoinstruments.com/,32,1,2,0,0,5,1165,1,1,1,3,39819,FirmSize.LARGE_FIRM
WCA Group LLC,WCA Group,9,WCA GROUP  - Welcome,20,,wca-group.com/,26,1,2,1,0,5,1436,0,1,0,1,1058,FirmSize.LARGE_FIRM
American Science and Technology Corporation,American Science and Technology,31,American Science and Technology,31,,amsnt.com/,21,1,4,0,0,5,107,0,1,0,1,3738,FirmSize.LARGE_FIRM
Reynolds Technologies,Reynolds Technologies,21,Reynolds Technology - Official Site,35,,reynoldstechnology.biz/,34,1,1,0,0,5,1079,0,0,1,1,4000,FirmSize.LARGE_FIRM
Tufts Medical Center,Tufts Medical Center,20,Tufts Medical Center - Official Site,36,,tuftsmedicalcenter.org/,35,1,3,0,0,5,1379,0,0,1,1,25000,FirmSize.LARGE_FIRM
The Babcock & Wilcox Company,The Babcock & Wilcox Company,28,Babcock & Wilcox - Official Site,32,,babcock.com/,23,1,2,0,0,5,1332,0,1,0,1,4000,FirmSize.LARGE_FIRM
Ethicon Endo-Surgery,Ethicon Endo-Surgery,20,Ethicon Inc. - Official Site,28,,ethicon.com/,24,1,1,1,0,5,464,0,0,1,1,5386,FirmSize.LARGE_FIRM
Pacific Industrial Development Corporation,Pacific Industrial Development,30,Specialty chemical manufacturing for performance ...,52,,pidc.com/,17,1,0,0,0,5,980,0,0,1,1,38700,FirmSize.LARGE_FIRM
Quantum Materials Corporation,Quantum Materials,17,Quantum | Materials Corp,24,,qmcdots.com/,23,1,2,0,0,5,1050,1,0,0,1,905,FirmSize.LARGE_FIRM
ATC Technologies,ATC Technologies,16,"ATC Technologies, Inc. / Home",29,,atctechnologiesinc.com/,30,1,2,0,0,5,41,0,1,0,1,1720,FirmSize.LARGE_FIRM
Continental Manufacturing,Continental Manufacturing,25,Continental Commercial Products - Official Site,47,,continentalcommercialproducts.com/,45,1,1,0,0,5,338,0,1,0,1,162637,FirmSize.LARGE_FIRM
Arrowhead Center,Arrowhead Center,16,Home - Arrowhead Center,23,,arrowheadcenter.nmsu.edu/,32,1,2,0,0,5,144,0,1,1,2,943,FirmSize.LARGE_FIRM
International Technology Center,International Technology Center,31,International Technology Center,31,,itc-inc.org/,19,1,3,0,0,5,679,1,0,0,1,12000,FirmSize.LARGE_FIRM
OLYMPUS CORPORATION,OLYMPUS,7,Olympus Corporation - Official Site,35,,olympusamerica.com/,26,1,1,0,0,5,943,1,0,0,1,30702,FirmSize.LARGE_FIRM
PAX Scientific,PAX Scientific,14,PAX Scientific,14,,paxscientific.com/,25,1,2,0,0,5,967,1,0,0,1,974,FirmSize.LARGE_FIRM
Reliance Controls Corporation,Reliance Controls,17,Reliance Controls Corporation - Official Site,45,,reliancecontrols.com/,28,1,2,0,0,5,1068,0,1,0,1,24121,FirmSize.LARGE_FIRM
TECHNOLOGY RESEARCH,TECHNOLOGY RESEARCH,19,"Technology Research, LLC | Electrical Safety Products ...",57,,trci.net/,20,1,2,0,0,5,1290,0,1,0,1,14000,FirmSize.LARGE_FIRM
Forest Concepts,Forest Concepts,15,Forest Concepts: Home,21,,forestconcepts.com/,30,1,2,1,0,5,504,0,1,0,1,34250,FirmSize.LARGE_FIRM
HAMAMATSU PHOTONICS K.K.,HAMAMATSU PHOTONICS KK,22,Home | Hamamatsu Photonics,26,,hamamatsu.com/jp/en/index.html,42,1,2,0,0,5,586,1,0,0,1,4878,FirmSize.LARGE_FIRM
SEIKO NPC Corporation,SEIKO NPC,9,SEIKO NPC CORPORATION,21,,npc.co.jp/en/,24,1,2,0,0,5,1115,1,0,0,1,0,FirmSize.UNDEFINED
PNM,PNM,3,PNM - Official Site,19,,pnm.com/,20,1,1,1,0,5,972,0,0,1,1,1048,FirmSize.LARGE_FIRM
COOK MEDICAL TECHNOLOGIES LLC,COOK MEDICAL TECHNOLOGIES,25,Cook Medical - Official Site,28,,cookmedical.com/,28,1,2,0,0,5,264,0,0,1,1,5229,FirmSize.LARGE_FIRM
Landauer,Landauer,8,Landauer - Official Site,24,,landauer.com/,25,1,1,0,0,5,756,1,0,0,1,560,FirmSize.LARGE_FIRM
Starlight Energy Holdings LLC,Starlight Energy Holdings,25,StarlightEnergy - Home,22,,starlightenergy.us/,30,1,2,0,1,5,1250,0,1,0,1,1970,FirmSize.LARGE_FIRM
Gas Technology Institute,Gas Technology Institute,24,Gas Technology Institute - Official Site,40,,gastechnology.org/,29,1,3,0,0,5,546,0,1,0,1,2900,FirmSize.LARGE_FIRM
Seiko Epson Corporation,Seiko Epson,11,Epson Corporate,15,,global.epson.com/,25,1,1,0,0,5,1164,1,1,1,3,67605,FirmSize.LARGE_FIRM
Skidmore,Skidmore,8,Skidmore College - Official Site,32,,skidmore.edu/,25,1,1,0,0,5,1217,0,1,0,1,1409,FirmSize.LARGE_FIRM
Cambridge Electronics,Cambridge Electronics,21,Cambridge Electronic Industries Ltd,35,,cambridgeelectronics.com/,37,1,1,0,0,5,281,1,0,0,1,1170,FirmSize.LARGE_FIRM
Synaptic Research,Synaptic Research,17,Please log in to Synaptic Research,34,,research.synaptic.co.uk/,32,1,2,0,0,5,1281,0,1,0,1,1763,FirmSize.LARGE_FIRM
Robert Bosch GmbH,Robert Bosch,12,Bosch Global - Official Site,28,,bosch.com/,22,1,1,0,0,5,1087,1,1,1,3,200283,FirmSize.LARGE_FIRM
Dexerials Corporation,Dexerials,9,Dexerials,9,,dexerials.jp/en/,27,1,1,0,0,5,395,1,0,0,1,1003,FirmSize.LARGE_FIRM
NGK Spark Plug Co.,NGK Spark Plug Co,17,HOME [www.ngksparkplugs.com],28,,ngksparkplugs.com/,30,1,4,0,0,5,868,1,0,0,1,15322,FirmSize.LARGE_FIRM
Tokyo Ohka Kogyo Co.,Tokyo Ohka Kogyo Co,19,"TOKYO OHKA KOGYO CO., LTD.",26,,tok.co.jp/eng/,25,1,4,0,0,5,1360,1,0,1,2,1637,FirmSize.LARGE_FIRM
Delta Electronics,Delta Electronics,17,Welcome to Delta Group,22,,deltaww.com/,23,1,1,0,0,5,390,1,1,0,2,17190,FirmSize.LARGE_FIRM
Tanaka Kikinzoku Kogyo K.K.,Tanaka Kikinzoku Kogyo KK,25,Tanaka Kikinzoku Kogyo K.K.,27,,gold.tanaka.co.jp/english/,34,1,3,1,0,5,1310,1,0,0,1,3600,FirmSize.LARGE_FIRM
Novon,Novon,5,"Novon Company, Inc. Dynamic Mixers",34,,novon.com/,21,1,1,0,0,5,930,0,1,1,2,42682,FirmSize.LARGE_FIRM
Energysolutions,Energysolutions,15,EnergySolutions - Official Site,31,,energysolutions.com/,31,1,1,0,0,5,454,1,0,0,1,2500,FirmSize.LARGE_FIRM
Kronos International Inc,Kronos,6,Workforce Management and HCM Cloud Solutions | Kronos,53,,kronos.com/,23,1,1,0,0,5,740,1,0,0,1,6823,FirmSize.LARGE_FIRM
WestPoint Home,WestPoint Home,14,WestPoint Home - Official Site,30,,westpointhome.com/,29,1,2,0,0,5,1447,1,0,0,1,1750,FirmSize.LARGE_FIRM
NEWFIELD THERAPEUTICS CORPORATION,NEWFIELD THERAPEUTICS,21,Newfield Therapeutics Corporation,33,,newfieldthera.com/,26,1,2,0,0,5,867,0,0,1,1,1010,FirmSize.LARGE_FIRM
Swagelok Company,Swagelok Company,16,Swagelok - Official Site,24,,swagelok.com/,25,1,1,0,0,5,1277,1,0,0,1,4800,FirmSize.LARGE_FIRM
Hosiden Corporation,Hosiden,7,Hosiden - Official Site,23,,hosiden.com/,24,1,1,0,0,5,621,0,1,0,1,8806,FirmSize.LARGE_FIRM
HOWARD INDUSTRIES,HOWARD INDUSTRIES,17,Howard Ind - Official Site,26,,howard-ind.com/,22,1,1,0,0,5,592,0,1,0,1,560,FirmSize.LARGE_FIRM
ExxonMobil Chemical Patents Inc.,ExxonMobil Chemical Patents,27,ExxonMobil Chemical,19,,exxonmobilchemical.com/en,37,1,2,0,0,5,474,1,0,0,1,0,FirmSize.UNDEFINED
Diamond Innovations,Diamond Innovations,19,Hyperion,8,,hyperionmt.com/,27,1,0,0,0,5,399,1,0,0,1,2000,FirmSize.LARGE_FIRM
MANUFACTURING RESOURCES INTERNATIONAL,MANUFACTURING RESOURCES,23,The Leading Manufacturing Staffing Workforce Firm in the ...,60,,resourcemfg.com/,28,1,1,0,0,5,784,1,0,0,1,8584,FirmSize.LARGE_FIRM
SAMSUNG DISPLAY CO.,SAMSUNG DISPLAY CO,18,Main | Samsung Display Solutions,32,,displaysolutions.samsung.com/,37,1,2,0,0,5,1109,1,1,0,2,10000,FirmSize.LARGE_FIRM
GlaxoSmithKline Biologicals,GlaxoSmithKline Biologicals,27,GSK - Official Site,19,,gsk.com/,20,1,0,0,0,5,563,0,0,1,1,8815,FirmSize.LARGE_FIRM
Incyte Holdings Corporation,Incyte Holdings,15,Incyte - Official Site,22,,incyte.com/,23,1,1,0,0,5,655,0,0,1,1,980,FirmSize.LARGE_FIRM
FUJIFILM Corporation,FUJIFILM,8,Fujifilm - Official Site,24,,fujifilm.com/,24,1,1,0,0,5,483,1,1,1,3,78150,FirmSize.LARGE_FIRM
Quantum Devices,Quantum Devices,15,"Quantum Devices, Inc. - Official Site",37,,quantumdev.com/,26,1,2,0,0,5,1049,1,0,0,1,1150,FirmSize.LARGE_FIRM
STATS ChipPAC,STATS ChipPAC,13,STATS ChipPAC Ltd - Official Site,33,,statschippac.com/,28,1,2,0,0,5,1132,1,0,0,1,3535,FirmSize.LARGE_FIRM
Tamura Corporation,Tamura,6,Tamura Corp - Official Site,27,,tamuracorp.com/,26,1,1,0,0,5,1309,1,0,0,1,2715,FirmSize.LARGE_FIRM
Angiotech Pharmaceuticals (US),Angiotech Pharmaceuticals (US),30,angiotech.com - KNOTLESS TISSUE-CLOSURE DEVICE,46,,angiotech.com/,21,1,1,0,0,5,120,0,0,1,1,1364,FirmSize.LARGE_FIRM
Dialogic Corporation,Dialogic,8,Dialogic - Cloud-Optimized Real-Time Communications Solutions,61,,dialogic.com/,25,1,1,0,0,5,397,1,0,0,1,893,FirmSize.LARGE_FIRM
Schlumberger Technology Corporation,Schlumberger Technology,23,Oilfield Services | Schlumberger,32,,slb.com/,20,1,1,0,0,5,1157,1,0,0,1,50979,FirmSize.LARGE_FIRM
Advanced Silicon Group,Advanced Silicon Group,22,Advanced Silicon Group,22,,advancedsilicongroup.com/,36,1,3,0,0,5,73,1,0,0,1,3300,FirmSize.LARGE_FIRM
INFINEUM INTERNATIONAL LIMITED,INFINEUM LIMITED,16,Infineum - Official Site,24,,infineum.com/,25,1,1,0,0,5,639,0,0,1,1,1006,FirmSize.LARGE_FIRM
Sumco Corporation,Sumco,5,Sumco LLC - Home,16,,sumco.com/,22,2,1,0,0,5,1256,1,1,0,2,7795,FirmSize.LARGE_FIRM
SunPower Corporation,SunPower,8,SunPower - Official Site,24,,us.sunpower.com/,24,1,1,0,0,5,1267,0,1,0,1,7306,FirmSize.LARGE_FIRM
MicroLink Devices,MicroLink Devices,17,"MicroLink Devices, Inc. - Home",30,,mldevices.com/,21,1,2,0,0,5,832,0,1,0,1,1000,FirmSize.LARGE_FIRM
OSI Optoelectronics,OSI Optoelectronics,19,OSI Optoelectronics - Official Site,35,,osioptoelectronics.com/,34,1,2,0,0,5,945,1,0,0,1,3900,FirmSize.LARGE_FIRM
Nippon Shokubai Co.,Nippon Shokubai Co,18,NIPPON SHOKUBAI - ,18,,shokubai.co.jp/en/,30,1,2,0,0,5,916,1,0,0,1,2335,FirmSize.LARGE_FIRM
Pioneer Energy,Pioneer Energy,14,Pioneer Energy | Texas Residential and Commercial ...,53,,mypioneerenergy.com/,31,1,2,0,0,5,1009,0,1,0,1,3068,FirmSize.LARGE_FIRM
Virent,Virent,6,"Virent, Inc.",12,,virent.com/,22,1,1,0,0,5,1427,0,1,0,1,3900,FirmSize.LARGE_FIRM
Buckman Laboratories International,Buckman Laboratories,20,Buckman - Official Site,23,,buckman.com/,24,1,1,0,0,5,251,0,1,0,1,1554,FirmSize.LARGE_FIRM
Pharmion Corporation,Pharmion,8,Celgene - Official Site,23,,celgene.com/,24,1,0,0,0,5,1002,0,0,1,1,513,FirmSize.LARGE_FIRM
Bioneer Corporation,Bioneer,7,"Bioneer, Innovation-Value-Discovery",35,,us.bioneer.com/,23,1,1,0,0,5,223,1,0,0,1,5025,FirmSize.LARGE_FIRM
NICHIA CORPORATION,NICHIA,6,Nichiha Fiber Cement - Official Site,36,,nichiha.com/,23,1,0,0,0,5,869,1,0,0,1,8600,FirmSize.LARGE_FIRM
Fina Technology,Fina Technology,15,"FINA Technology Group, LLC.",27,,finatg.com/,22,1,2,0,0,5,497,1,0,0,1,2802,FirmSize.LARGE_FIRM
Chipmos Technologies Inc.,Chipmos Technologies,20,ChipMOS TECHNOLOGIES INC.  Back-end testing service for ...,59,,chipmos.com/index-en.aspx,36,1,2,1,0,5,313,1,0,0,1,3437,FirmSize.LARGE_FIRM
National Education Corporation,National Education,18,National Education,18,,nationaleducation.com/,33,1,2,0,0,5,897,0,1,0,1,2700,FirmSize.LARGE_FIRM
BP Corporation North America Inc.,BP North America,16,BP America - Official Site,26,,bp.com/en_us/bp-us.html,35,1,2,0,0,5,188,0,1,1,2,1900,FirmSize.LARGE_FIRM
Takara Bio Inc.,Takara Bio,10,Takara BioHome,14,,takarabio.com/,26,1,2,0,1,5,1307,0,0,1,1,812,FirmSize.LARGE_FIRM
WHATSAPP INC.,WHATSAPP,8,WhatsApp - Official Site,24,,whatsapp.com/,25,1,1,0,0,5,1438,0,0,1,1,240000,FirmSize.LARGE_FIRM
Daikin Industries,Daikin Industries,17,Daikin - Official Site,22,,daikin.com/,22,1,1,0,0,5,379,0,1,0,1,63252,FirmSize.LARGE_FIRM
OrbusNeich Medical,OrbusNeich Medical,18,OrbusNeich - Official Site,26,,orbusneich.com/,27,1,1,0,0,5,958,0,0,1,1,500,FirmSize.LARGE_FIRM
Shimadzu Corporation,Shimadzu,8,SHIMADZU CORPORATION,20,,shimadzu.com/,20,1,1,0,0,5,1185,1,1,0,2,11175,FirmSize.LARGE_FIRM
Stanley Electric Co.,Stanley Electric Co,19,"STANLEY ELECTRIC CO.,LTD.",25,,stanley.co.jp/e/,28,1,3,0,0,5,1248,1,1,0,2,16344,FirmSize.LARGE_FIRM
Synopsys,Synopsys,8,Synopsys - Official Site,24,,synopsys.com/,25,1,1,0,0,5,1283,1,0,0,1,8148,FirmSize.LARGE_FIRM
ASML Netherlands B.V.,ASML Netherlands BV,19,ASML Homepage,13,,asml.com/asml/en/s427,33,1,1,0,0,5,38,1,0,0,1,18233,FirmSize.LARGE_FIRM
Hunter Douglas Inc.,Hunter Douglas,14,Hunter Douglas - Window Coverings,33,,hunterdouglas.com/,30,1,2,0,0,5,625,0,1,0,1,22744,FirmSize.LARGE_FIRM
Cook Biotech Incorporated,Cook Biotech,12,Cook Biotech - Home | Cook Medical,34,,cookbiotech.com/,28,1,2,0,0,5,340,0,0,1,1,650,FirmSize.LARGE_FIRM
Hynix Semiconductor Inc.,Hynix Semiconductor,19,SK Hynix - Official Site,24,,skhynix.com/eng/index.jsp,37,1,1,0,0,5,626,1,0,0,1,95600,FirmSize.LARGE_FIRM
Casio Computer Co.,Casio Computer Co,17,Casio - Official Site,21,,world.casio.com/,24,1,1,0,0,5,294,0,1,0,1,12298,FirmSize.LARGE_FIRM
ASM America,ASM America,11,ASM International - Official Site,33,,asm.com/,19,1,1,0,0,5,35,1,0,0,1,14940,FirmSize.LARGE_FIRM
Fuji Electric Co.,Fuji Electric Co,16,Fujielectric - Official Site,28,,fujielectric.com/,29,1,2,0,0,5,508,1,1,0,2,26864,FirmSize.LARGE_FIRM
Access Business Group International LLC,Access Business Group,21,Home Page - Access Business Group,33,,accessbusinessgroup.com/,36,1,3,0,0,5,56,0,0,1,1,1850,FirmSize.LARGE_FIRM
Wyatt Technology Corporation,Wyatt Technology,16,Wyatt Technology Laser Light Scattering Instrumentation,55,,wyatt.com/,22,1,2,0,0,5,1457,1,0,0,1,7700,FirmSize.LARGE_FIRM
Wine.com,Winecom,7,Wine.com - Official Site,24,,wine.com/,21,1,0,0,0,5,1453,1,0,0,1,5000,FirmSize.LARGE_FIRM
Coleman Cable,Coleman Cable,13,Coleman Wires and Cables,24,,colemancables.com/,29,1,2,0,0,5,325,0,1,0,1,2708,FirmSize.LARGE_FIRM
Kobe Steel,Kobe Steel,10,Kobe Steel - Official Site,26,,kobelco.co.jp/english/,33,1,2,0,0,5,735,1,0,0,1,36019,FirmSize.LARGE_FIRM
Biocare Medical,Biocare Medical,15,"Biocare Medical - Primary Antibodies, Detection ...",51,,biocare.net/,20,1,2,0,0,5,219,1,0,0,1,1330,FirmSize.LARGE_FIRM
Kansai Paint Co.,Kansai Paint Co,15,Kansai Paint - Official Site,28,,kansai.com/,23,1,2,0,0,5,721,1,0,0,1,7871,FirmSize.LARGE_FIRM
Furukawa Electric Co.,Furukawa Electric Co,20,"Furukawa Electric Co., Ltd.",27,,furukawa.co.jp/en/,30,1,3,0,0,5,512,1,0,0,1,51925,FirmSize.LARGE_FIRM
Newport Corporation,Newport,7,Newport - Photonics Solutions for Extending the Frontiers ...,61,,newport.com/,24,1,1,0,0,5,912,0,1,0,1,2480,FirmSize.LARGE_FIRM
Abbott Molecular Inc.,Abbott Molecular,16,Abbott Molecular | Diagnostic Assays and Instruments,52,,molecular.abbott/,29,1,2,0,0,5,51,1,0,0,1,99000,FirmSize.LARGE_FIRM
Applied Optoelectronics,Applied Optoelectronics,23,"Applied Optoelectronics, Inc.",29,,ao-inc.com/,18,1,2,0,0,5,134,1,0,0,1,3054,FirmSize.LARGE_FIRM
Texas Research International,Texas Research,14,Texas Research International,28,,tri-intl.com/,21,1,2,0,0,5,1331,0,0,1,1,655,FirmSize.LARGE_FIRM
Hyundai Motor Company,Hyundai Motor Company,21,Hyundai Motor America - Official Site,37,,hyundaiusa.com/,27,1,2,1,0,5,628,1,1,1,3,133732,FirmSize.LARGE_FIRM
Columbia Insurance Company,Columbia Insurance Company,26,Columbia Insurance,18,,colinsgrp.com/site/,31,1,2,0,0,5,328,1,0,0,1,5200,FirmSize.LARGE_FIRM
ASM IP HOLDING B.V.,ASM IP HOLDING BV,17,ASM International - Official Site,33,,asm.com/,19,1,1,0,0,5,36,1,0,0,1,14940,FirmSize.LARGE_FIRM
Hitachi Metals,Hitachi Metals,14,Hitachi Metals - Official Site,30,,hitachimetals.com/,30,1,2,0,0,5,615,1,1,0,2,16247,FirmSize.LARGE_FIRM
Magnachip Semiconductor,Magnachip Semiconductor,23,Magnachip - Official Site,25,,magnachip.com/,25,1,1,0,0,5,799,1,0,0,1,2520,FirmSize.LARGE_FIRM
Grain Processing Corporation,Grain Processing,16,Grain Processing - Official Site,32,,grainprocessing.com/,31,1,2,0,0,5,572,0,0,1,1,656,FirmSize.LARGE_FIRM
Xerox Corporation,Xerox,5,Xerox - Official Site,21,,xerox.com/,22,1,1,0,0,5,1460,1,0,1,2,59211,FirmSize.LARGE_FIRM
Alpha and Omega Semiconductor Incorporated,Alpha and Omega Semiconductor,29,Alpha and Omega Semiconductor,29,,aosmd.com/,17,1,4,0,0,5,98,1,0,0,1,2670,FirmSize.LARGE_FIRM
Samsung Electronics Co.,Samsung Electronics Co,22,Electronics & Appliances: Tablets ... - Samsung US,50,,samsung.com/us/,27,1,2,0,0,5,1145,1,1,1,3,308745,FirmSize.LARGE_FIRM
Harris Corporation,Harris,6,Harris - Official Site,22,,harris.com/,23,1,1,0,0,5,602,1,1,0,2,17500,FirmSize.LARGE_FIRM
Toray Plastics (America),Toray Plastics (America),24,Toray - Official Site,21,,toraytpa.com/,24,1,1,0,0,5,1362,1,0,0,1,589,FirmSize.LARGE_FIRM
nLIGHT Photonics Corporation,nLIGHT,16,nLight - Official Site,22,,nlight.net/,18,1,1,0,0,5,1489,1,0,0,1,1000,FirmSize.LARGE_FIRM
FPInnovations,FPInnovations,13,FPInnovations,13,,fpinnovations.ca/,25,1,1,0,0,5,481,1,1,0,2,525,FirmSize.LARGE_FIRM
Sarepta Therapeutics,Sarepta Therapeutics,20,Sarepta Therapeutics - Official Site,36,,sarepta.com/,24,1,2,0,0,5,1156,0,0,1,1,8439,FirmSize.LARGE_FIRM
Universal Leaf Tobacco Co.,Universal Leaf Tobacco Co,25,Universal Corporation - Official Site,37,,universalcorp.com/,29,1,2,0,0,5,1406,0,1,0,1,4000,FirmSize.LARGE_FIRM
Babcock Power Services,Babcock Power Services,22,Babcock Power - Official Site,29,,babcockpower.com/,29,1,2,0,0,5,194,0,1,0,1,1405,FirmSize.LARGE_FIRM
Thoratec Corporation,Thoratec,8,Thoratec - Official Site,24,,thoratec.com/,24,1,1,0,0,5,1352,0,0,1,1,954,FirmSize.LARGE_FIRM
Vizio Inc.,Vizio,5,Vizio - Official Site,21,,vizio.com/,22,1,1,0,0,5,1429,1,0,0,1,502,FirmSize.LARGE_FIRM
Amicus Therapeutics,Amicus Therapeutics,19,Amicus Therapeutics - Official Site,35,,amicusrx.com/,25,1,2,0,0,5,110,0,0,1,1,512,FirmSize.LARGE_FIRM
Praxair Technology,Praxair Technology,18,Praxair - Official Site,23,,praxair.com/,24,1,1,0,0,5,1028,1,0,0,1,26461,FirmSize.LARGE_FIRM
Praxair S.T. Technology,Praxair ST Technology,21,Praxair - Official Site,23,,praxair.com/,24,1,1,0,0,5,1027,1,0,0,1,26461,FirmSize.LARGE_FIRM
Shin-Etsu Chemical Co.,Shin-Etsu Chemical Co,21,Shin-Etsu Chemical Homepage,27,,shinetsu.co.jp/en/,30,1,3,0,0,5,1186,1,1,1,3,500,FirmSize.LARGE_FIRM
